指数代码,指数名称,发布日期,收盘指数,成交量(亿股),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801010,农林牧渔,2017/4/25 0:00,3010.51,6.37,0.17,1.0564,26.9,3.57,15.07,1.6,"6,760.30",76.82,0.8
801010,农林牧渔,2017/4/24 0:00,3005.3,6.93,-2.03,1.1503,27.13,3.58,15.04,1.63,"6,746.12",76.66,0.8
801010,农林牧渔,2017/4/21 0:00,3067.55,6.03,-0.32,0.9939,27.61,3.65,15.46,1.58,"6,993.99",79.48,0.78
801010,农林牧渔,2017/4/20 0:00,3077.32,7.69,-0.13,1.2676,27.75,3.66,15.53,1.64,"7,013.91",79.7,0.78
801010,农林牧渔,2017/4/19 0:00,3081.43,8.79,-1.58,1.4489,27.82,3.67,15.64,1.9,"7,027.59",79.86,0.78
801010,农林牧渔,2017/4/18 0:00,3130.74,7.69,-1.18,1.2684,28.27,3.73,15.84,1.76,"7,143.48",81.18,0.77
801010,农林牧渔,2017/4/17 0:00,3168.07,8.22,-1.23,1.3553,28.59,3.78,16.12,1.79,"7,222.54",82.07,0.76
801010,农林牧渔,2017/4/14 0:00,3207.59,10.39,-0.98,1.7189,28.95,3.86,16.51,2.03,"7,298.27",82.93,0.75
801010,农林牧渔,2017/4/13 0:00,3239.33,10.73,0.21,1.7748,29.23,3.9,16.69,2.17,"7,379.58",83.86,0.75
801010,农林牧渔,2017/4/12 0:00,3232.55,10.37,-0.64,1.7195,29.42,3.89,16.62,1.6,"7,315.01",83.13,0.75
801010,农林牧渔,2017/4/11 0:00,3253.44,12.25,0.3,2.0306,29.6,3.92,16.76,1.79,"7,349.82",83.52,0.75
801010,农林牧渔,2017/4/10 0:00,3243.72,11.79,-0.93,1.9548,29.58,3.91,16.68,1.95,"7,334.19",83.34,0.75
801010,农林牧渔,2017/4/7 0:00,3274.23,9.89,-0.42,1.6406,29.72,3.92,17.08,1.9,"7,399.42",84.08,0.75
801010,农林牧渔,2017/4/6 0:00,3288.14,11.42,0.5,1.8946,29.3,4,17.22,2.05,"7,424.95",84.37,0.74
801010,农林牧渔,2017/3/31 0:00,3222.3,7.55,0.01,1.252,28.71,3.98,16.92,2,"7,279.47",82.72,0.76
801010,农林牧渔,2017/3/30 0:00,3222.11,10.63,-1.3,1.7627,28.74,3.98,17.03,2.2,"7,281.89",82.75,0.75
801010,农林牧渔,2017/3/29 0:00,3264.57,8.85,-0.79,1.4673,29.16,4.03,17.43,2.11,"7,377.12",83.83,0.74
801010,农林牧渔,2017/3/28 0:00,3290.71,7.88,-0.2,1.307,29.39,4.07,17.72,2.27,"7,449.13",84.65,0.74
801010,农林牧渔,2017/3/27 0:00,3297.42,8.43,-0.55,1.3966,29.52,4.07,17.9,2.19,"7,465.46",84.83,0.74
801010,农林牧渔,2017/3/24 0:00,3315.59,8.53,0.45,1.4143,29.69,4.09,18.08,2.03,"7,510.61",85.35,0.73
801010,农林牧渔,2017/3/23 0:00,3300.75,8.6,0.32,1.4251,29.56,4.07,18.12,2.26,"7,484.36",85.05,0.74
801010,农林牧渔,2017/3/22 0:00,3290.11,7.12,-0.43,1.1805,29.45,4.06,17.94,1.79,"7,458.86",84.76,0.74
801010,农林牧渔,2017/3/21 0:00,3304.46,6.3,0.3,1.0445,29.58,4.08,17.87,1.78,"7,489.85",85.11,0.74
801010,农林牧渔,2017/3/20 0:00,3294.73,6.35,0.5,1.0524,29.68,4.07,17.67,1.74,"7,467.83",84.86,0.74
801010,农林牧渔,2017/3/17 0:00,3278.37,6.94,-0.49,1.1501,29.54,4.05,17.45,1.55,"7,427.57",84.4,0.74
801010,农林牧渔,2017/3/16 0:00,3294.59,6.12,0.69,1.0155,29.5,4.07,16.45,1.46,"7,436.93",85.48,0.74
801010,农林牧渔,2017/3/15 0:00,3272.03,5.13,-0.25,0.8508,29.32,4.05,16.3,1.52,"7,375.61",84.78,0.74
801010,农林牧渔,2017/3/14 0:00,3280.27,5.98,-0.34,0.9931,29.39,4.06,16.39,1.76,"7,392.39",84.97,0.74
801010,农林牧渔,2017/3/13 0:00,3291.53,6.68,0.34,1.1091,29.49,4.08,16.4,1.81,"7,421.52",85.3,0.74
801010,农林牧渔,2017/3/10 0:00,3280.24,7.15,-0.2,1.1874,29.38,4.07,16.34,2.21,"7,395.74",85.01,0.74
801010,农林牧渔,2017/3/9 0:00,3286.87,8.42,-1.08,1.3975,29.44,4.08,16.39,2.38,"7,412.21",85.2,0.74
801010,农林牧渔,2017/3/8 0:00,3322.79,7.64,-0.34,1.2681,29.76,4.12,16.52,2.12,"7,481.90",86,0.74
801010,农林牧渔,2017/3/7 0:00,3334.01,7.58,0.31,1.2583,29.86,4.13,16.57,1.98,"7,511.24",86.34,0.73
801010,农林牧渔,2017/3/6 0:00,3323.55,7.04,0.61,1.1687,29.78,4.12,16.48,1.89,"7,488.91",86.08,0.74
801010,农林牧渔,2017/3/3 0:00,3303.28,6.45,0.04,1.0696,29.6,4.1,16.34,1.81,"7,435.84",85.47,0.74
801010,农林牧渔,2017/3/2 0:00,3302.12,7.48,-0.76,1.2405,29.59,4.1,16.33,1.96,"7,433.14",85.44,0.74
801010,农林牧渔,2017/3/1 0:00,3327.37,7.9,0.02,1.31,29.81,4.13,16.48,2.11,"7,494.01",86.14,0.74
801010,农林牧渔,2017/2/28 0:00,3326.82,7.36,0.34,1.2215,29.8,4.13,16.51,2.33,"7,493.33",86.13,0.74
801010,农林牧渔,2017/2/27 0:00,3315.39,7.99,-0.72,1.3256,29.64,4.11,16.49,2.34,"7,467.61",85.83,0.74
801010,农林牧渔,2017/2/24 0:00,3339.3,9.61,0.64,1.5953,29.85,4.14,16.61,2.74,"7,524.24",86.49,0.73
801010,农林牧渔,2017/2/23 0:00,3318.15,9.72,-0.5,1.612,29.67,4.11,16.44,2.42,"7,480.17",85.98,0.74
801010,农林牧渔,2017/2/22 0:00,3334.92,10.8,0.5,1.7927,29.83,4.14,16.45,2.94,"7,526.12",86.51,0.74
801010,农林牧渔,2017/2/21 0:00,3318.28,9.48,0.85,1.5728,29.67,4.11,16.34,2.44,"7,489.42",86.09,0.74
801010,农林牧渔,2017/2/20 0:00,3290.41,7.9,0.87,1.3101,29.45,4.08,16.18,2.08,"7,436.08",85.47,0.74
801010,农林牧渔,2017/2/17 0:00,3261.96,8.31,-0.97,1.3866,29.13,4.06,16.14,1.98,"7,333.87",84.3,0.75
801010,农林牧渔,2017/2/16 0:00,3293.99,9.22,0.52,1.5391,29.41,4.09,16.33,2.32,"7,407.72",85.15,0.75
801010,农林牧渔,2017/2/15 0:00,3276.96,10.21,-0.91,1.7045,29.26,4.07,16.28,2.44,"7,368.69",84.7,0.75
801010,农林牧渔,2017/2/14 0:00,3307,9.06,-0.33,1.5123,29.54,4.11,16.36,2.48,"7,439.66",85.51,0.74
801010,农林牧渔,2017/2/13 0:00,3317.87,9.19,0.31,1.5343,29.65,4.13,16.37,2.5,"7,449.18",85.62,0.74
801010,农林牧渔,2017/2/10 0:00,3307.57,10,0.02,1.6695,29.57,4.12,16.27,2.66,"7,423.94",85.33,0.83
801010,农林牧渔,2017/2/9 0:00,3307.01,8.14,0.53,1.3576,29.56,4.12,16.38,2.45,"7,417.98",85.26,0.74
801010,农林牧渔,2017/2/8 0:00,3289.62,7.18,0.44,1.1983,29.4,4.09,16.24,2.6,"7,380.04",84.83,0.75
801010,农林牧渔,2017/2/7 0:00,3275.28,7.37,-0.32,1.2486,29.3,4.08,16.1,2.77,"7,179.53",82.52,0.75
801010,农林牧渔,2017/2/6 0:00,3285.69,9.32,1.15,1.5792,29.41,4.09,16.05,3.52,"7,198.32",82.74,0.75
801010,农林牧渔,2017/2/3 0:00,3248.2,4.13,-0.4,0.7,29.1,4.05,15.77,2.12,"7,121.72",81.86,0.76
801010,农林牧渔,2017/1/26 0:00,3261.28,5.18,0.5,0.8772,29.22,4.07,15.78,2.23,"7,148.52",82.17,0.75
801010,农林牧渔,2017/1/25 0:00,3244.94,4.85,0.31,0.821,29.08,4.05,15.72,2.25,"7,118.88",81.83,0.76
801010,农林牧渔,2017/1/24 0:00,3234.9,6.23,-0.29,1.0553,29.03,4.02,15.65,2.52,"7,104.61",81.66,0.76
801010,农林牧渔,2017/1/23 0:00,3244.39,6.22,0.67,1.055,29.09,4.03,15.71,2.31,"7,106.48",82.63,0.76
801010,农林牧渔,2017/1/20 0:00,3222.73,5.64,1.3,0.9571,28.9,4.01,15.57,2.17,"7,054.10",82.02,0.76
801010,农林牧渔,2017/1/19 0:00,3181.35,5.5,-0.48,0.9324,28.53,3.96,15.34,2.19,"6,965.99",81,0.77
801010,农林牧渔,2017/1/18 0:00,3196.61,6.29,-0.39,1.0668,28.66,3.98,15.43,2.38,"7,000.25",81.4,0.77
801010,农林牧渔,2017/1/17 0:00,3209,7.1,0.67,1.2038,28.77,3.99,15.51,2.42,"7,012.77",81.54,0.77
801010,农林牧渔,2017/1/16 0:00,3187.55,10.77,-2.31,1.8262,28.58,3.97,15.36,2.41,"6,962.53",80.96,0.77
801010,农林牧渔,2017/1/13 0:00,3263,8.08,-1.91,1.3732,29.2,4.06,15.88,2.61,"7,106.39",82.63,0.76
801010,农林牧渔,2017/1/12 0:00,3326.66,7.87,-0.54,1.3374,29.76,4.13,16.2,2.82,"7,237.72",84.16,0.74
801010,农林牧渔,2017/1/11 0:00,3344.89,7.86,-0.97,1.3356,29.92,4.16,16.38,2.54,"7,283.01",84.69,0.74
801010,农林牧渔,2017/1/10 0:00,3377.76,9.53,-0.64,1.6192,30.21,4.2,16.56,2.91,"7,361.60",85.6,0.73
801010,农林牧渔,2017/1/9 0:00,3399.36,8.8,-0.33,1.4958,30.3,4.24,16.62,2.75,"7,405.98",86.12,0.73
801010,农林牧渔,2017/1/6 0:00,3410.66,9.56,-0.33,1.63,30.56,4.26,16.64,2.78,"7,408.16",86.14,0.73
801010,农林牧渔,2017/1/5 0:00,3421.9,10.61,-0.06,1.8087,30.62,4.26,16.88,3.07,"7,441.46",86.53,0.73
801010,农林牧渔,2017/1/4 0:00,3423.82,10.11,1.04,1.7232,30.62,4.26,16.96,3.04,"7,448.50",86.61,0.73
801010,农林牧渔,2017/1/3 0:00,3388.74,9.04,0.97,1.5411,30.3,4.22,16.8,3.47,"7,375.60",85.76,0.73
801010,农林牧渔,2016/12/30 0:00,3356.24,7.18,0.28,1.2244,30.01,4.2,16.66,3.31,"7,296.94",84.85,0.74
801010,农林牧渔,2016/12/29 0:00,3347.02,6.85,0.05,1.1682,29.94,4.19,16.7,2.99,"7,288.96",84.76,0.74
801010,农林牧渔,2016/12/28 0:00,3345.47,7.17,-0.55,1.2231,29.91,4.19,16.74,2.78,"7,293.49",84.81,0.74
801010,农林牧渔,2016/12/27 0:00,3364.02,7.56,-0.26,1.2941,29.98,4.21,16.87,2.74,"7,317.48",85.09,0.74
801010,农林牧渔,2016/12/26 0:00,3372.79,9.31,0.18,1.5939,30.04,4.22,16.85,3.15,"7,334.59",85.29,0.74
801010,农林牧渔,2016/12/23 0:00,3366.76,9.78,-1.08,1.6738,29.96,4.21,16.81,3.06,"7,315.50",85.06,0.74
801010,农林牧渔,2016/12/22 0:00,3403.39,9.71,-0.5,1.662,30.28,4.25,17.14,3.26,"7,411.55",86.18,0.73
801010,农林牧渔,2016/12/21 0:00,3420.6,13.08,0.89,2.2399,30.44,4.27,17.21,3.89,"7,448.26",86.61,0.73
801010,农林牧渔,2016/12/20 0:00,3390.48,10.73,-0.83,1.8365,30.18,4.24,17.09,3.53,"7,379.71",85.81,0.73
801010,农林牧渔,2016/12/19 0:00,3418.93,15.14,0.86,2.5919,30.43,4.27,17.28,4.79,"7,447.79",86.6,0.73
801010,农林牧渔,2016/12/16 0:00,3389.7,12.16,1.29,2.0816,30.14,4.23,17.2,3.33,"7,373.23",85.74,0.74
801010,农林牧渔,2016/12/15 0:00,3346.45,10.16,0.72,1.7391,29.77,4.18,16.88,3.15,"7,278.89",84.64,0.74
801010,农林牧渔,2016/12/14 0:00,3322.39,12.64,-0.71,2.1636,29.56,4.15,16.64,3.68,"7,221.62",83.97,0.75
801010,农林牧渔,2016/12/13 0:00,3346.07,12.84,1.5,2.1979,29.78,4.18,16.63,3.62,"7,266.62",84.5,0.75
801010,农林牧渔,2016/12/12 0:00,3296.63,12.49,-2.73,2.1415,29.32,4.12,16.3,2.36,"7,136.76",82.99,0.76
801010,农林牧渔,2016/12/9 0:00,3389.22,7.01,0.11,1.2045,30.11,4.23,16.95,1.95,"7,328.81",85.22,0.74
801010,农林牧渔,2016/12/8 0:00,3385.55,7.66,-0.37,1.3165,30.07,4.23,16.85,2.11,"7,319.82",85.11,0.74
801010,农林牧渔,2016/12/7 0:00,3397.98,7.25,1.05,1.2464,30.19,4.24,16.87,2.03,"7,348.21",85.44,0.74
801010,农林牧渔,2016/12/6 0:00,3362.55,6.28,-0.21,1.0794,29.88,4.2,16.66,1.88,"7,265.63",84.48,0.74
801010,农林牧渔,2016/12/5 0:00,3369.46,8.36,-0.19,1.4367,29.95,4.21,16.6,1.98,"7,272.87",84.57,0.74
801010,农林牧渔,2016/12/2 0:00,3375.81,9.05,-1.84,1.556,30.02,4.22,16.62,1.88,"7,293.62",84.81,0.74
801010,农林牧渔,2016/12/1 0:00,3438.94,8.49,0.72,1.4593,30.58,4.3,16.97,1.92,"7,424.33",86.33,0.73
801010,农林牧渔,2016/11/30 0:00,3414.22,10.1,-0.15,1.737,30.37,4.27,16.9,2.22,"7,377.14",86.79,0.73
801010,农林牧渔,2016/11/29 0:00,3419.5,12.77,-1.15,2.1967,30.42,4.27,17.04,2.3,"7,409.40",87.17,0.73
801010,农林牧渔,2016/11/28 0:00,3459.27,12.72,1.14,2.1902,30.78,4.32,17.33,2.49,"7,489.20",88.11,0.72
801010,农林牧渔,2016/11/25 0:00,3420.29,11.88,0.37,2.0468,30.42,4.27,17.33,2.49,"7,402.52",87.09,0.73
801010,农林牧渔,2016/11/24 0:00,3407.7,11.78,-0.24,2.0292,30.3,4.26,17.26,2.31,"7,376.75",86.79,0.73
801010,农林牧渔,2016/11/23 0:00,3415.99,11.99,-0.22,2.0645,30.36,4.27,17.36,2.14,"7,395.12",87,0.73
801010,农林牧渔,2016/11/22 0:00,3423.65,9.93,0.63,1.7112,30.43,4.28,17.46,2.05,"7,411.34",87.19,0.73
801010,农林牧渔,2016/11/21 0:00,3402.27,9.96,-0.25,1.7161,30.22,4.25,17.43,2.35,"7,382.20",86.85,0.74
801010,农林牧渔,2016/11/18 0:00,3410.73,8.62,-0.49,1.4849,30.29,4.26,17.43,2.2,"7,390.48",86.95,0.73
801010,农林牧渔,2016/11/17 0:00,3427.43,8.74,-0.27,1.5049,30.44,4.28,17.39,2.09,"7,428.73",87.4,0.73
801010,农林牧渔,2016/11/16 0:00,3436.74,11.23,-0.08,1.934,30.52,4.29,17.46,2.26,"7,448.73",87.63,0.73
801010,农林牧渔,2016/11/15 0:00,3439.35,12.37,0.42,2.1306,30.54,4.29,17.43,2.36,"7,443.21",87.57,0.73
801010,农林牧渔,2016/11/14 0:00,3424.83,13.06,0.26,2.2493,30.42,4.28,17.35,2.09,"7,411.78",87.2,0.73
801010,农林牧渔,2016/11/11 0:00,3416.01,14.28,0.76,2.4595,30.34,4.27,17.23,2.22,"7,394.81",87,0.73
801010,农林牧渔,2016/11/10 0:00,3390.29,12.38,0.95,2.1317,30.11,4.24,17.04,2.11,"7,332.10",86.26,0.74
801010,农林牧渔,2016/11/9 0:00,3358.47,12.3,-0.52,2.118,29.85,4.15,16.8,2.17,"7,249.43",85.29,0.45
801010,农林牧渔,2016/11/8 0:00,3375.93,11.25,0.54,1.9378,30,4.17,16.85,2.36,"7,292.28",85.79,0.45
801010,农林牧渔,2016/11/7 0:00,3357.76,10.35,0.11,1.7831,29.83,4.14,16.75,2.38,"7,235.61",85.12,0.45
801010,农林牧渔,2016/11/4 0:00,3354.22,11.08,-0.26,1.996,44.33,3.99,16.68,2.38,"6,372.65",74.97,0.55
801010,农林牧渔,2016/11/3 0:00,3363.11,11.64,0.39,2.0972,44.44,4,16.73,2.33,"6,395.59",75.24,0.55
801010,农林牧渔,2016/11/2 0:00,3350.2,9.83,-0.78,1.7702,44.26,3.98,16.64,2.31,"6,368.28",74.92,0.55
801010,农林牧渔,2016/11/1 0:00,3376.6,10.08,1.57,1.8162,44.61,4.01,16.75,2.65,"6,420.36",75.53,0.55
801010,农林牧渔,2016/10/31 0:00,3324.52,7.86,-0.28,1.4156,50.82,3.95,16.41,2.11,"6,321.50",74.37,0.56
801010,农林牧渔,2016/10/28 0:00,3333.93,9.75,-0.83,1.7559,50.95,3.95,16.45,2.22,"6,339.53",74.58,0.56
801010,农林牧渔,2016/10/27 0:00,3361.74,9.57,-0.05,1.724,51.37,4.01,16.54,2.4,"6,391.84",75.2,0.55
801010,农林牧渔,2016/10/26 0:00,3363.58,11.7,0.41,2.1076,51.65,4.02,16.55,2.39,"6,396.25",75.25,0.55
801010,农林牧渔,2016/10/25 0:00,3349.78,9.24,0.31,1.6647,51.44,4.03,16.48,2.02,"6,364.64",74.88,0.55
801010,农林牧渔,2016/10/24 0:00,3339.34,8.86,0.48,1.5948,51.27,4.02,16.42,1.84,"6,344.35",74.64,0.56
801010,农林牧渔,2016/10/21 0:00,3323.31,8.26,-0.16,1.4876,51.04,4,16.35,1.98,"6,306.72",74.2,0.56
801010,农林牧渔,2016/10/20 0:00,3328.78,9.32,0.28,1.6794,51.13,4.01,16.33,2.22,"6,319.17",74.34,0.56
801010,农林牧渔,2016/10/19 0:00,3319.65,8.91,-0.07,1.6049,50.73,3.97,16.27,2.2,"6,296.36",74.07,0.56
801010,农林牧渔,2016/10/18 0:00,3321.87,8.68,1.38,1.5625,50.76,4,16.21,2.15,"6,298.99",74.11,0.56
801010,农林牧渔,2016/10/17 0:00,3276.69,8.22,-0.97,1.4805,50.06,3.94,15.99,2.1,"6,215.12",73.12,0.57
801010,农林牧渔,2016/10/14 0:00,3308.85,7.08,0.44,1.2753,50.55,4.04,16.14,1.98,"6,276.45",73.84,0.56
801010,农林牧渔,2016/10/13 0:00,3294.32,6.13,-0.22,1.1033,50.34,4.02,16.09,1.76,"6,250.09",73.53,0.56
801010,农林牧渔,2016/10/12 0:00,3301.65,7.01,-0.02,1.2624,50.43,4.03,16.05,1.9,"6,258.79",73.63,0.56
801010,农林牧渔,2016/10/11 0:00,3302.41,7.71,0.47,1.3879,50.41,4.03,16.06,1.88,"6,263.99",73.69,0.58
801010,农林牧渔,2016/10/10 0:00,3287.01,8.01,2.11,1.4417,50.16,4.01,15.94,1.97,"6,235.56",73.36,0.58
801010,农林牧渔,2016/9/30 0:00,3219.01,5.18,0.51,0.9321,49.12,3.93,15.59,1.97,"6,108.11",71.86,0.6
801010,农林牧渔,2016/9/29 0:00,3202.61,5.33,0.36,0.9607,48.87,3.91,15.54,1.89,"6,079.48",71.52,0.6
801010,农林牧渔,2016/9/28 0:00,3191.25,4.77,-0.08,0.8596,48.69,3.89,15.45,1.91,"6,051.79",71.2,0.6
801010,农林牧渔,2016/9/27 0:00,3193.86,5.96,0.56,1.0731,48.52,3.88,15.39,1.9,"6,055.18",71.24,0.6
801010,农林牧渔,2016/9/26 0:00,3175.96,7.34,-2.29,1.3226,48.24,3.86,15.31,1.94,"6,021.71",70.84,0.6
801010,农林牧渔,2016/9/23 0:00,3250.36,6.53,-0.46,1.1759,49.36,3.95,15.72,1.88,"6,162.10",72.5,0.59
801010,农林牧渔,2016/9/22 0:00,3265.46,7.29,0.44,1.3131,49.6,4.02,15.78,1.98,"6,191.83",72.85,0.59
801010,农林牧渔,2016/9/21 0:00,3251.2,6.15,-0.31,1.1068,49.37,4.01,15.7,1.91,"6,162.21",72.5,0.59
801010,农林牧渔,2016/9/20 0:00,3261.39,6.95,0.22,1.2513,49.51,4.02,15.73,2.15,"6,179.94",72.71,0.59
801010,农林牧渔,2016/9/19 0:00,3254.37,5.96,1.11,1.0735,49.37,4.01,15.7,1.96,"6,159.50",72.46,0.59
801010,农林牧渔,2016/9/14 0:00,3218.78,6.06,-0.55,1.0915,48.81,3.96,15.51,1.79,"6,091.24",71.66,0.6
801010,农林牧渔,2016/9/13 0:00,3236.72,6.74,0.64,1.2131,49.08,3.99,15.57,1.9,"6,126.54",72.08,0.59
801010,农林牧渔,2016/9/12 0:00,3216.01,9.88,-2.69,1.7786,48.81,3.96,15.46,1.98,"6,088.14",71.63,0.6
801010,农林牧渔,2016/9/9 0:00,3304.93,7.97,-0.74,1.4348,50.18,4.07,15.89,1.84,"6,258.42",73.63,0.58
801010,农林牧渔,2016/9/8 0:00,3329.58,7.67,0.21,1.381,50.57,4.11,15.98,1.83,"6,306.02",74.19,0.58
801010,农林牧渔,2016/9/7 0:00,3322.52,9.7,-0.31,1.7724,50.47,4.1,16.12,1.94,"6,291.69",74.02,0.58
801010,农林牧渔,2016/9/6 0:00,3332.91,8.14,1.11,1.4866,50.72,4.11,16.22,1.83,"6,311.78",74.26,0.58
801010,农林牧渔,2016/9/5 0:00,3296.41,7.17,0.16,1.3112,50.15,4.06,16.02,2.01,"6,238.17",73.39,0.58
801010,农林牧渔,2016/9/2 0:00,3291.06,6.27,-0.36,1.1461,50.12,4.06,16.04,1.87,"6,228.47",73.28,0.58
801010,农林牧渔,2016/9/1 0:00,3303.05,6.57,-0.81,1.202,50.32,4.08,16.13,1.71,"6,247.70",73.5,0.58
801010,农林牧渔,2016/8/31 0:00,3329.87,7.89,0.16,1.4434,59.54,4.11,16.27,2.02,"6,299.33",74.11,0.58
801010,农林牧渔,2016/8/30 0:00,3324.47,6.71,0.29,1.2248,59.42,4.12,16.21,1.88,"6,301.49",74.14,0.58
801010,农林牧渔,2016/8/29 0:00,3314.85,6.99,0.42,1.2764,59.23,4.12,16.18,1.94,"6,284.04",73.93,0.58
801010,农林牧渔,2016/8/26 0:00,3301.04,7.49,-0.1,1.3681,59.03,4.11,16.16,2.02,"6,263.81",73.69,0.58
801010,农林牧渔,2016/8/25 0:00,3304.45,8.72,-0.42,1.5929,59.1,4.13,16.13,2.09,"6,268.16",73.74,0.58
801010,农林牧渔,2016/8/24 0:00,3318.51,7.71,0.08,1.4086,59.33,4.14,16.16,2.13,"6,295.23",74.06,0.58
801010,农林牧渔,2016/8/23 0:00,3316,8.77,0.32,1.6023,59.34,4.15,16.13,2.24,"6,290.16",74,0.58
801010,农林牧渔,2016/8/22 0:00,3305.31,9.26,-1.19,1.6959,59.15,4.15,16.09,2.15,"6,257.85",73.62,0.58
801010,农林牧渔,2016/8/19 0:00,3344.98,10.04,0.43,1.8378,59.77,4.22,16.29,2.28,"6,329.71",74.47,0.59
801010,农林牧渔,2016/8/18 0:00,3330.52,10.6,0.03,1.9404,59.51,4.19,16.19,2.02,"6,300.22",74.12,0.58
801010,农林牧渔,2016/8/17 0:00,3329.55,10.69,0.34,1.9576,59.5,4.2,16.21,2.15,"6,300.09",74.12,0.58
801010,农林牧渔,2016/8/16 0:00,3318.22,11.84,0.79,2.1674,59.3,4.19,16.13,1.98,"6,284.21",73.93,0.58
801010,农林牧渔,2016/8/15 0:00,3292.36,12.15,1.74,2.2246,58.83,4.16,16,1.92,"6,235.41",73.36,0.59
801010,农林牧渔,2016/8/12 0:00,3236.12,7.88,0.72,1.4423,57.83,4.1,15.73,2.07,"6,124.70",72.06,0.6
801010,农林牧渔,2016/8/11 0:00,3213,8.92,-1.29,1.6333,57.41,4.08,15.61,2.23,"6,074.90",71.47,0.6
801010,农林牧渔,2016/8/10 0:00,3254.94,8.87,-0.9,1.6244,58.16,4.13,15.84,2.23,"6,154.17",72.4,0.59
801010,农林牧渔,2016/8/9 0:00,3284.4,9.18,0.91,1.6813,58.7,4.17,16,2.37,"6,210.29",73.06,0.59
801010,农林牧渔,2016/8/8 0:00,3254.71,8.03,0.96,1.4697,58.17,4.13,15.88,2.33,"6,157.42",72.44,0.59
801010,农林牧渔,2016/8/5 0:00,3223.63,7.12,-0.1,1.3034,57.6,4.09,15.76,2.19,"6,094.87",71.7,0.6
801010,农林牧渔,2016/8/4 0:00,3226.72,7.95,0.21,1.4587,57.62,4.1,15.74,2.34,"6,096.51",71.72,0.6
801010,农林牧渔,2016/8/3 0:00,3220.02,7.76,0.4,1.423,57.48,4.09,15.72,2.52,"6,086.34",71.6,0.6
801010,农林牧渔,2016/8/2 0:00,3207.04,6.26,0.98,1.149,57.25,4.07,15.68,2.48,"6,057.78",71.27,0.6
801010,农林牧渔,2016/8/1 0:00,3176.05,8.87,-1.44,1.6279,56.72,4.03,15.46,2.49,"5,995.13",70.53,0.61
801010,农林牧渔,2016/7/29 0:00,3222.34,8.1,-0.6,1.4861,57.48,4.11,15.71,2.44,"6,080.93",71.54,0.6
801010,农林牧渔,2016/7/28 0:00,3241.88,10.76,0.47,1.974,57.79,4.13,15.79,2.35,"6,114.83",71.94,0.6
801010,农林牧渔,2016/7/27 0:00,3226.87,16.16,-3.91,2.9641,57.54,4.12,15.71,2.35,"6,085.93",71.6,0.6
801010,农林牧渔,2016/7/26 0:00,3358.17,9.64,1.23,1.7692,59.9,4.28,16.39,2.4,"6,332.59",74.5,0.58
801010,农林牧渔,2016/7/25 0:00,3317.27,8.58,0.18,1.5743,59.19,4.23,16.16,2.21,"6,257.59",73.62,0.58
801010,农林牧渔,2016/7/22 0:00,3311.2,8.9,-1.5,1.633,59.06,4.23,16.1,1.98,"6,248.32",73.51,0.59
801010,农林牧渔,2016/7/21 0:00,3361.66,10.25,-0.12,1.8807,59.96,4.29,16.37,2.41,"6,343.51",74.63,0.58
801010,农林牧渔,2016/7/20 0:00,3365.58,10.16,-0.09,1.8637,60.03,4.31,16.41,2.52,"6,347.16",74.67,0.58
801010,农林牧渔,2016/7/19 0:00,3368.78,12.8,0.04,2.3479,60.01,4.31,16.42,3.16,"6,349.55",74.7,0.58
801010,农林牧渔,2016/7/18 0:00,3367.42,14.47,0.73,2.6553,60.02,4.31,16.41,3.28,"6,341.34",74.6,0.58
801010,农林牧渔,2016/7/15 0:00,3343.1,12.21,0.18,2.2406,59.59,4.28,16.34,2.53,"6,308.50",74.22,0.64
801010,农林牧渔,2016/7/14 0:00,3337.15,10.53,-0.13,1.9327,59.4,4.26,16.3,2.07,"6,295.18",74.06,0.64
801010,农林牧渔,2016/7/13 0:00,3341.41,13.82,0.62,2.5553,59.47,4.27,16.4,2.16,"6,311.25",74.25,0.64
801010,农林牧渔,2016/7/12 0:00,3320.8,11.53,0.88,2.1319,59.11,4.24,16.31,1.93,"6,277.38",73.85,0.64
801010,农林牧渔,2016/7/11 0:00,3291.91,10.94,-0.66,2.0225,58.63,4.21,16.17,1.95,"6,221.77",73.2,0.65
801010,农林牧渔,2016/7/8 0:00,3313.78,10.5,-0.9,1.9511,59,4.23,16.36,2.17,"6,238.10",73.39,0.65
801010,农林牧渔,2016/7/7 0:00,3343.94,16.53,0.5,3.0807,59.51,4.27,16.81,2.71,"6,294.16",74.05,0.63
801010,农林牧渔,2016/7/6 0:00,3327.27,15.84,1.82,2.9518,59.3,4.25,16.73,2.75,"6,259.62",73.64,0.63
801010,农林牧渔,2016/7/5 0:00,3267.72,15.01,0.38,2.7965,58.19,4.17,16.47,2.47,"6,146.94",72.32,0.64
801010,农林牧渔,2016/7/1 0:00,3181.86,9.56,0.28,1.7812,56.53,4.05,15.96,2.33,"5,978.77",70.34,0.66
801010,农林牧渔,2016/6/30 0:00,3173.1,10.74,0.5,2.0251,56.27,4.03,15.92,2.26,"5,926.99",69.73,0.66
801010,农林牧渔,2016/6/29 0:00,3157.16,11.22,0.43,2.1139,55.92,4.03,15.91,2.03,"5,894.50",69.35,0.67
