指数代码,指数名称,发布日期,收盘指数,成交量(亿股),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801050,有色金属,2010/6/7 0:00,3426.54,5.93,-1.53,1.76,62.51,4.48,18.3,7.47,"4,673.84",77.9,0.25
801050,有色金属,2010/6/4 0:00,3479.75,5.24,-0.11,1.55,63.48,4.55,18.45,7.99,"4,746.43",79.11,0.27
801050,有色金属,2010/6/3 0:00,3483.51,5.84,-0.94,1.73,63.55,4.56,18.43,7.49,"4,751.62",79.19,0.43
801050,有色金属,2010/6/2 0:00,3516.61,6.78,-0.5,2.01,64.17,4.6,18.61,9.82,"4,797.77",79.96,0.4
801050,有色金属,2010/6/1 0:00,3534.45,7.97,1,2.37,64.5,4.62,18.66,10.02,"4,822.43",80.37,0.39
801050,有色金属,2010/5/31 0:00,3499.45,6.06,-4.19,1.86,68.22,4.54,18.64,7.42,"4,615.93",80.98,0.37
801050,有色金属,2010/5/28 0:00,3652.3,8.1,-0.25,2.48,71.2,4.74,19.46,8.84,"4,817.80",84.52,0.35
801050,有色金属,2010/5/27 0:00,3661.39,8.86,3.9,2.72,71.68,4.76,19.45,10.14,"4,823.25",84.62,0.34
801050,有色金属,2010/5/26 0:00,3523.83,4.95,-0.15,1.52,68.99,4.58,18.62,6.91,"4,642.72",81.45,0.34
801050,有色金属,2010/5/25 0:00,3529.1,6.6,-0.22,2.03,69.1,4.57,18.7,7.56,"4,650.01",81.58,0.33
801050,有色金属,2010/5/24 0:00,3537.05,7.39,4.48,2.27,69.27,4.58,18.6,6.69,"4,661.03",81.77,0.32
801050,有色金属,2010/5/21 0:00,3385.53,6.06,1.35,1.86,66.3,4.38,17.81,7.52,"4,461.36",78.27,0.33
801050,有色金属,2010/5/20 0:00,3340.37,5.14,-2.64,1.58,65.42,4.32,17.52,7.98,"4,402.08",77.23,0.33
801050,有色金属,2010/5/19 0:00,3431.1,6.4,-0.08,1.96,67.19,4.44,18.04,9.13,"4,521.66",79.33,0.37
801050,有色金属,2010/5/18 0:00,3434,5.98,0.44,1.83,67.21,4.44,17.95,7.68,"4,522.98",79.35,0.38
801050,有色金属,2010/5/17 0:00,3419.08,6.61,-4.78,2.05,64.75,4.28,17.84,9.4,"4,357.07",76.44,0.4
801050,有色金属,2010/5/14 0:00,3590.62,5.5,-0.21,1.71,70.22,4.65,19.69,8.54,"4,710.17",82.63,0.36
801050,有色金属,2010/5/13 0:00,3598.22,5.62,3.26,1.75,70.38,4.66,19.62,7.51,"4,720.35",82.81,0.38
801050,有色金属,2010/5/12 0:00,3484.71,5.67,-1.34,1.76,68.13,4.51,18.97,7.92,"4,569.84",80.17,0.39
801050,有色金属,2010/5/11 0:00,3531.92,7.55,-0.09,2.35,69.07,4.57,19.49,9.03,"4,632.72",81.28,0.38
801050,有色金属,2010/5/10 0:00,3534.98,5.47,0.45,1.7,69.14,4.58,19.63,6.27,"4,637.83",81.37,0.38
801050,有色金属,2010/5/7 0:00,3519.07,7.05,-2.13,2.23,69.24,4.56,19.94,7.97,"4,576.75",80.29,0.39
801050,有色金属,2010/5/6 0:00,3595.74,6.66,-3.94,2.08,70.9,4.65,20.18,7.3,"4,696.02",80.97,0.37
801050,有色金属,2010/5/5 0:00,3743.13,6.87,-0.61,2.14,73.75,4.84,20.84,7.53,"4,884.69",84.22,0.36
801050,有色金属,2010/5/4 0:00,3765.93,4.67,0.46,1.48,74.18,4.86,20.79,7.23,"4,912.92",84.71,0.35
801050,有色金属,2010/4/30 0:00,3748.51,5.62,-0.87,1.79,109.97,4.84,20.56,6.13,"4,887.76",84.27,0.35
801050,有色金属,2010/4/29 0:00,3781.36,6.75,-3.23,2.14,110.93,4.88,20.89,7.11,"4,930.21",85,0.35
801050,有色金属,2010/4/28 0:00,3907.74,7.18,-0.37,2.29,114.63,5.05,21.77,8.05,"5,085.40",87.68,0.34
801050,有色金属,2010/4/27 0:00,3922.22,7.68,-2.5,2.47,115.06,5.17,22.14,7.01,"5,104.51",88.01,0.37
801050,有色金属,2010/4/26 0:00,4022.86,6.2,-0.47,2,118.01,5.32,22.8,6.35,"5,235.45",90.27,0.37
801050,有色金属,2010/4/23 0:00,4041.68,8.56,-0.53,2.75,118.56,5.37,22.74,7.61,"5,259.89",90.69,0.36
801050,有色金属,2010/4/22 0:00,4063.21,8.62,1.1,2.77,119.19,5.45,22.79,6.84,"5,287.46",91.16,0.36
801050,有色金属,2010/4/21 0:00,4018.83,6.45,1.81,2.08,117.88,5.41,22.32,4.93,"5,226.20",90.11,0.36
801050,有色金属,2010/4/20 0:00,3947.26,6.23,2.02,2.01,115.78,5.35,21.71,6.07,"5,133.19",88.5,0.37
801050,有色金属,2010/4/19 0:00,3869.27,8.47,-5.46,2.73,113.34,5.24,21.36,6.83,"5,025.08",86.64,0.38
801050,有色金属,2010/4/16 0:00,4092.9,5.2,-1.14,1.68,119.89,5.57,22.34,5.65,"5,315.51",91.65,0.35
801050,有色金属,2010/4/15 0:00,4139.92,7.11,-0.55,2.29,121.27,5.63,22.45,6.11,"5,376.59",92.7,0.35
801050,有色金属,2010/4/14 0:00,4162.72,9.32,2.19,3.01,121.94,5.65,22.68,8.35,"5,406.21",93.21,0.35
801050,有色金属,2010/4/13 0:00,4073.66,7.77,0.3,2.51,119.33,5.52,22.26,4.83,"5,290.52",91.22,0.36
801050,有色金属,2010/4/12 0:00,4061.33,7.48,1.14,2.41,118.97,5.51,22.5,4.67,"5,274.56",90.94,0.36
801050,有色金属,2010/4/9 0:00,4015.49,4.79,1.64,1.55,117.62,5.45,22.27,4.04,"5,214.98",89.91,0.36
801050,有色金属,2010/4/8 0:00,3950.78,5.41,-1.31,1.74,115.63,5.38,21.77,4.56,"5,126.70",86.89,0.37
801050,有色金属,2010/4/7 0:00,4003.18,4.64,0.01,1.5,116.66,5.44,21.14,3.9,"5,172.41",90.74,0.37
801050,有色金属,2010/4/6 0:00,4002.91,6.59,0.78,2.12,116.66,5.44,21.11,5.6,"5,172.06",90.74,0.37
801050,有色金属,2010/4/2 0:00,3972.08,7.54,1.7,2.43,115.76,5.4,20.85,6.21,"5,132.25",90.04,0.37
801050,有色金属,2010/4/1 0:00,3905.69,5.87,2.05,1.89,113.82,5.31,20.59,4.41,"5,046.47",88.53,0.38
801050,有色金属,2010/3/31 0:00,3827.42,4.32,-0.92,1.39,111.54,5.2,20.16,3.76,"4,945.35",86.76,0.38
801050,有色金属,2010/3/30 0:00,3862.99,5.99,0.86,1.93,112.58,5.27,20.24,5.9,"4,991.30",87.57,0.38
801050,有色金属,2010/3/29 0:00,3829.96,5.96,2.99,1.92,111.61,5.22,20.03,5.09,"4,948.66",86.82,0.38
801050,有色金属,2010/3/26 0:00,3718.94,3.47,1.19,1.12,108.38,5.06,19.51,3.3,"4,805.22",84.3,0.4
801050,有色金属,2010/3/25 0:00,3675.33,3.52,-1.86,1.13,107.11,5,19.24,3.21,"4,748.83",83.31,0.4
801050,有色金属,2010/3/24 0:00,3745.09,3.53,-0.46,1.14,107.71,5.07,19.58,3.32,"4,838.97",84.89,0.39
801050,有色金属,2010/3/23 0:00,3762.24,4.21,-0.63,1.36,108.2,5.1,19.6,4.11,"4,861.47",85.29,0.39
801050,有色金属,2010/3/22 0:00,3786.26,5.26,-0.77,1.71,108.89,5.09,19.57,4.76,"4,828.07",84.7,0.39
801050,有色金属,2010/3/19 0:00,3815.7,7.32,3.31,2.38,109.74,5.12,19.67,7.14,"4,865.62",85.36,0.39
801050,有色金属,2010/3/18 0:00,3693.45,3.42,-0.3,1.13,104.95,4.94,19.26,3.66,"4,647.19",81.53,0.41
801050,有色金属,2010/3/17 0:00,3704.49,3.39,2.4,1.12,106.4,5,19.47,3.81,"4,711.68",82.66,0.4
801050,有色金属,2010/3/16 0:00,3617.64,2.45,0.65,0.81,103.91,4.88,19.01,4.16,"4,601.20",80.72,0.41
801050,有色金属,2010/3/15 0:00,3594.43,2.98,-2.05,0.99,103.24,4.86,18.92,4.21,"4,571.70",80.21,0.41
801050,有色金属,2010/3/12 0:00,3669.81,3.18,-1.3,1.05,105.41,4.96,19.19,3.83,"4,667.61",81.89,0.4
801050,有色金属,2010/3/11 0:00,3718.07,3.42,-1.04,1.13,106.79,5.02,19.4,3.9,"4,728.96",82.96,0.4
801050,有色金属,2010/3/10 0:00,3757.03,3.94,0.17,1.3,107.91,5.08,19.58,4.35,"4,778.52",83.83,0.39
801050,有色金属,2010/3/9 0:00,3750.56,3.73,0.32,1.23,107.71,5.07,19.59,3.82,"4,767.00",83.63,0.39
801050,有色金属,2010/3/8 0:00,3738.62,2.94,0.7,0.97,107.37,5.05,19.54,3.25,"4,751.80",83.36,0.39
801050,有色金属,2010/3/5 0:00,3712.47,3.3,0.45,1.09,106.62,5.02,19.39,3.32,"4,718.59",82.78,0.4
801050,有色金属,2010/3/4 0:00,3695.97,5.54,-3.15,1.83,106.14,5,19.32,3.71,"4,697.59",82.41,0.4
801050,有色金属,2010/3/3 0:00,3816.15,4.85,0.82,1.6,109.59,5.16,19.97,3.78,"4,850.35",85.09,0.39
801050,有色金属,2010/3/2 0:00,3785.03,5.53,-2.02,1.83,108.7,5.11,19.82,4.67,"4,810.87",84.4,0.39
801050,有色金属,2010/3/1 0:00,3863.06,7.85,3.34,2.59,110.94,5.22,20.1,6.99,"4,909.92",86.14,0.38
801050,有色金属,2010/2/26 0:00,3738.34,3.65,-1.19,1.21,107.31,5.05,19.47,3.22,"4,748.73",83.31,0.39
801050,有色金属,2010/2/25 0:00,3783.18,4.65,1.51,1.54,108.6,5.11,19.64,3.74,"4,805.69",84.31,0.39
801050,有色金属,2010/2/24 0:00,3726.82,3.09,1.32,1.02,106.98,5.04,19.3,3.09,"4,734.09",83.05,0.4
801050,有色金属,2010/2/23 0:00,3678.39,2.93,-1.61,0.97,105.2,4.97,19.01,3.65,"4,653.05",81.63,0.4
801050,有色金属,2010/2/22 0:00,3738.62,3.18,-0.34,1.05,106.92,5.05,19.22,4.92,"4,729.24",82.97,0.4
801050,有色金属,2010/2/12 0:00,3751.5,3.5,1.86,1.16,107.27,5.07,19.3,6.66,"4,744.09",83.23,0.39
801050,有色金属,2010/2/11 0:00,3682.87,2.86,0.81,0.95,105.3,4.97,18.97,5.4,"4,657.32",81.71,0.4
801050,有色金属,2010/2/10 0:00,3653.45,3.13,1.05,1.04,104.46,4.94,18.85,5.41,"4,620.13",81.05,0.41
801050,有色金属,2010/2/9 0:00,3615.44,2.99,2.18,0.99,103.38,4.88,18.65,5.05,"4,572.06",80.21,0.41
801050,有色金属,2010/2/8 0:00,3538.38,2.24,0.17,0.74,101.17,4.78,18.31,3.38,"4,474.63",78.5,0.42
801050,有色金属,2010/2/5 0:00,3532.2,4.14,-3.33,1.37,101,4.77,18.31,3.95,"4,466.81",78.37,0.42
801050,有色金属,2010/2/4 0:00,3653.9,4.08,-1.64,1.36,104.48,4.94,18.92,3.93,"4,620.71",81.07,0.41
801050,有色金属,2010/2/3 0:00,3714.96,5.17,3.81,1.72,105.84,5.04,19.13,5.15,"4,697.82",82.42,0.4
801050,有色金属,2010/2/2 0:00,3578.77,5.69,1.97,1.89,101.96,4.85,18.54,6.58,"4,525.62",79.4,0.41
801050,有色金属,2010/2/1 0:00,3509.67,4.13,-3.55,1.37,99.99,4.76,18.29,4.37,"4,438.23",77.86,0.42
801050,有色金属,2010/1/29 0:00,3638.96,3.7,-0.51,1.23,103.65,4.94,18.95,4.43,"4,601.66",80.73,0.41
801050,有色金属,2010/1/28 0:00,3657.76,4.08,-0.64,1.35,104.15,4.96,18.21,5.9,"4,614.07",82.39,0.41
801050,有色金属,2010/1/27 0:00,3681.19,3.54,-2.12,1.18,104.8,4.99,18.26,4.68,"4,643.55",82.92,0.4
801050,有色金属,2010/1/26 0:00,3760.77,4.1,-3.67,1.36,107.37,5.11,18.68,4.54,"4,738.29",84.61,0.39
801050,有色金属,2010/1/25 0:00,3904.02,3.39,-0.37,1.13,111.46,5.31,19.42,4.46,"4,918.77",87.84,0.38
801050,有色金属,2010/1/22 0:00,3918.64,6.56,-3.13,2.18,111.88,5.33,19.59,5.13,"4,937.22",88.16,0.38
801050,有色金属,2010/1/21 0:00,4045.16,5.47,-1.52,1.82,115.49,5.5,20.23,5.28,"5,096.63",91.01,0.37
801050,有色金属,2010/1/20 0:00,4107.51,7.19,-3.58,2.39,117.27,5.59,20.46,4.42,"5,175.15",92.41,0.36
801050,有色金属,2010/1/19 0:00,4260.02,6.58,1.07,2.19,121.63,5.8,21.21,4.81,"5,367.33",95.85,0.35
801050,有色金属,2010/1/18 0:00,4214.98,5.7,0.09,1.9,120.34,5.73,21.01,4.23,"5,310.57",94.83,0.35
801050,有色金属,2010/1/15 0:00,4211.16,5.25,0.34,1.75,120.23,5.73,20.92,4.08,"5,305.74",94.75,
801050,有色金属,2010/1/14 0:00,4196.71,6.24,0.97,2.08,119.82,5.71,20.81,4.35,"5,287.51",94.42,0.35
801050,有色金属,2010/1/13 0:00,4156.2,8.51,-4.55,2.83,118.66,5.65,20.49,5.85,"5,236.45",93.51,0.36
801050,有色金属,2010/1/12 0:00,4354.41,6.56,1.1,2.19,124.32,5.92,21.26,4.85,"5,486.15",97.97,0.34
801050,有色金属,2010/1/11 0:00,4307.12,5.89,0.98,1.96,122.97,5.86,20.98,4.52,"5,426.55",96.9,0.35
801050,有色金属,2010/1/8 0:00,4265.36,6.26,-1.06,2.09,121.78,5.8,20.74,6.53,"5,370.58",95.9,0.35
801050,有色金属,2010/1/7 0:00,4311.03,9.94,-1.19,3.31,123.08,5.87,20.91,8.59,"5,428.09",96.93,0.35
801050,有色金属,2010/1/6 0:00,4362.93,9.42,0.4,3.14,124.56,5.94,21.18,8.04,"5,493.43",98.1,0.34
801050,有色金属,2010/1/5 0:00,4345.63,8.44,3.18,2.81,124.07,5.91,21.12,7.39,"5,471.68",97.71,0.34
801050,有色金属,2010/1/4 0:00,4211.52,4.93,-0.23,1.64,120.24,5.73,20.5,4.87,"5,302.84",94.69,0.35
801060,建筑建材,2013/1/18 0:00,2466.81,13.39,1.38,1.0394,16.73,1.81,12.24,5.18,"8,083.48",66.81,1.2
801060,建筑建材,2013/1/17 0:00,2433.31,11.5,-0.76,0.8929,16.5,1.78,12.07,4.7,"7,981.92",65.97,1.22
801060,建筑建材,2013/1/16 0:00,2451.92,16.49,-0.95,1.2796,16.63,1.8,12.19,5.27,"8,037.13",66.42,1.21
801060,建筑建材,2013/1/15 0:00,2475.38,20.13,1.05,1.5627,16.79,1.81,12.26,5.99,"8,121.97",67.12,1.2
801060,建筑建材,2013/1/14 0:00,2449.6,16.21,3.33,1.2598,16.6,1.79,12.07,5.32,"8,047.75",66.51,1.21
801060,建筑建材,2013/1/11 0:00,2370.7,15.8,-2.76,1.2274,16.07,1.74,11.66,6.15,"7,783.15",64.32,1.25
801060,建筑建材,2013/1/10 0:00,2437.91,14.26,0.09,1.1078,16.53,1.79,11.91,5.81,"7,991.16",66.04,1.22
801060,建筑建材,2013/1/9 0:00,2435.81,14.6,-0.5,1.1346,16.51,1.78,11.89,5.53,"7,992.52",66.05,1.22
801060,建筑建材,2013/1/8 0:00,2448.05,16.87,-0.37,1.3107,16.59,1.79,11.93,6.4,"8,037.24",66.42,1.21
801060,建筑建材,2013/1/7 0:00,2457.23,17.3,1,1.3806,16.65,1.8,11.84,7.28,"7,816.70",64.6,1.21
801060,建筑建材,2013/1/4 0:00,2432.87,19.39,-0.01,1.5475,16.48,1.78,11.65,6.97,"7,744.90",64.01,1.22
801060,建筑建材,2012/12/31 0:00,2433.03,15.02,1.19,1.1983,16.48,1.78,11.76,6.62,"7,691.13",63.56,1.22
801060,建筑建材,2012/12/28 0:00,2404.45,12.51,1.16,0.9986,16.28,1.76,11.65,6,"7,607.16",62.87,1.23
801060,建筑建材,2012/12/27 0:00,2376.81,16.64,-1.07,1.3276,16.08,1.74,11.49,6.64,"7,523.30",62.18,1.25
801060,建筑建材,2012/12/26 0:00,2402.51,16.62,0.94,1.326,16.26,1.76,11.69,7.1,"7,590.70",62.73,1.23
801060,建筑建材,2012/12/25 0:00,2380.08,19.2,2.59,1.5358,16.08,1.74,11.49,7.13,"7,482.39",61.84,1.25
801060,建筑建材,2012/12/24 0:00,2320.07,9.87,0.34,0.7905,15.66,1.7,11.18,6.21,"7,294.27",60.28,1.28
801060,建筑建材,2012/12/21 0:00,2312.13,15.01,-0.58,1.2022,15.61,1.69,11.07,7.29,"7,284.28",60.2,1.29
801060,建筑建材,2012/12/20 0:00,2325.56,13.15,0.72,1.0532,15.7,1.7,11.04,6.77,"7,328.59",60.57,1.28
801060,建筑建材,2012/12/19 0:00,2308.99,11.44,-0.23,0.9165,15.59,1.69,10.91,6.43,"7,285.84",60.21,1.29
801060,建筑建材,2012/12/18 0:00,2314.22,17.66,-0.34,1.4143,15.62,1.7,10.92,7.21,"7,299.58",60.33,1.29
801060,建筑建材,2012/12/17 0:00,2322.1,23.61,0.32,1.8913,15.68,1.7,10.98,8.68,"7,319.61",60.49,1.28
801060,建筑建材,2012/12/14 0:00,2314.64,24.56,4.96,1.967,15.62,1.7,10.98,8.3,"7,301.73",60.34,1.29
801060,建筑建材,2012/12/13 0:00,2205.16,12.06,-0.9,0.9656,14.88,1.62,10.49,8.91,"6,974.20",57.64,1.35
801060,建筑建材,2012/12/12 0:00,2225.29,13.2,0.81,1.0574,15.02,1.63,10.62,8.81,"7,029.69",58.1,1.34
801060,建筑建材,2012/12/11 0:00,2207.31,15.52,-1.3,1.2431,14.9,1.62,10.53,8.64,"6,969.77",57.6,1.35
801060,建筑建材,2012/12/10 0:00,2236.31,18.29,1.42,1.4665,15.06,1.64,10.65,8.08,"7,059.31",58.34,1.34
801060,建筑建材,2012/12/7 0:00,2205.01,19.33,2.2,1.5499,14.85,1.62,10.47,9.19,"6,965.86",57.57,1.35
801060,建筑建材,2012/12/6 0:00,2157.6,14.4,0.09,1.1548,14.52,1.58,10.21,9.52,"6,834.58",56.48,1.38
801060,建筑建材,2012/12/5 0:00,2155.61,18.73,4.67,1.5016,14.51,1.58,10.17,8.64,"6,842.48",56.55,1.38
801060,建筑建材,2012/12/4 0:00,2059.43,9.42,1.49,0.7553,13.88,1.51,9.67,7.2,"6,565.10",54.26,1.45
801060,建筑建材,2012/12/3 0:00,2029.28,10.79,-0.01,0.8665,13.67,1.49,9.55,8.35,"6,455.49",53.35,1.47
801060,建筑建材,2012/11/30 0:00,2029.57,7.59,3.26,0.6094,13.68,1.49,9.65,7.24,"6,439.92",53.22,1.47
801060,建筑建材,2012/11/29 0:00,1965.42,5.08,-0.63,0.4076,13.24,1.44,9.41,5.36,"6,217.93",51.39,1.52
801060,建筑建材,2012/11/28 0:00,1977.81,5.57,-1.41,0.4471,13.33,1.45,9.53,5.56,"6,252.39",51.67,1.51
801060,建筑建材,2012/11/27 0:00,2006.1,6.43,-2.4,0.5165,13.48,1.46,9.7,5.88,"6,313.83",52.18,1.5
801060,建筑建材,2012/11/26 0:00,2055.42,5.17,-1.22,0.4155,13.81,1.5,10.06,6.57,"6,455.09",53.35,1.46
801060,建筑建材,2012/11/23 0:00,2080.9,6.04,0.4,0.4852,13.99,1.52,10.24,5.96,"6,522.66",53.91,1.44
801060,建筑建材,2012/11/22 0:00,2072.55,4.82,-1.28,0.3874,13.93,1.51,10.21,5.08,"6,499.11",53.71,1.45
801060,建筑建材,2012/11/21 0:00,2099.33,5.76,1.08,0.4625,14.11,1.53,10.37,5.36,"6,569.13",54.29,1.43
801060,建筑建材,2012/11/20 0:00,2076.9,5.48,-0.12,0.4399,13.96,1.51,10.27,6.14,"6,496.91",53.69,1.44
801060,建筑建材,2012/11/19 0:00,2079.35,5.49,0.84,0.4408,13.97,1.52,10.3,5.49,"6,508.01",53.79,1.44
801060,建筑建材,2012/11/16 0:00,2061.93,5.44,-0.17,0.4371,13.86,1.5,10.21,5.24,"6,453.15",53.33,1.45
801060,建筑建材,2012/11/15 0:00,2065.43,7.12,-1.27,0.5722,13.88,1.5,10.28,6.73,"6,457.27",53.37,1.45
801060,建筑建材,2012/11/14 0:00,2092.02,5.82,0.05,0.4681,14.04,1.52,10.43,6.32,"6,528.72",53.96,1.44
801060,建筑建材,2012/11/13 0:00,2090.97,6.58,-1.7,0.5297,14.03,1.52,10.46,5.78,"6,510.83",53.81,1.44
801060,建筑建材,2012/11/12 0:00,2127.14,6.92,0.38,0.5568,14.27,1.55,10.61,6.09,"6,619.08",54.7,1.41
801060,建筑建材,2012/11/9 0:00,2119.11,7.05,0.07,0.5674,14.22,1.54,10.51,6.31,"6,598.88",54.54,1.42
801060,建筑建材,2012/11/8 0:00,2117.68,7.95,-2.01,0.6398,14.21,1.54,10.52,5.4,"6,580.71",54.39,1.42
801060,建筑建材,2012/11/7 0:00,2161.2,7.61,-0.43,0.6128,14.5,1.58,10.78,5.56,"6,689.69",55.29,1.39
801060,建筑建材,2012/11/6 0:00,2170.44,7.08,-0.94,0.5698,14.56,1.58,10.81,4.94,"6,721.85",55.55,1.39
801060,建筑建材,2012/11/5 0:00,2191.01,6.91,-0.31,0.5569,14.7,1.6,10.91,4.98,"6,769.52",55.95,1.38
801060,建筑建材,2012/11/2 0:00,2197.91,9.83,0.69,0.792,14.74,1.6,11,6.26,"6,782.85",56.06,1.37
801060,建筑建材,2012/11/1 0:00,2182.94,10.08,2.3,0.8122,14.64,1.59,10.97,6,"6,726.68",55.59,1.38
801060,建筑建材,2012/10/31 0:00,2133.88,7.49,0.73,0.6038,13.85,1.55,10.73,5.53,"6,582.92",54.4,1.41
801060,建筑建材,2012/10/30 0:00,2118.38,7.01,0.39,0.5647,13.75,1.55,10.67,5.49,"6,515.60",53.85,1.42
801060,建筑建材,2012/10/29 0:00,2110.18,5.58,-0.07,0.45,13.7,1.55,10.66,5.14,"6,482.86",53.58,1.43
801060,建筑建材,2012/10/26 0:00,2111.72,8.21,-1.98,0.6617,13.71,1.56,10.66,5.29,"6,484.42",53.59,1.43
801060,建筑建材,2012/10/25 0:00,2154.31,9.73,-0.88,0.7844,13.99,1.59,10.86,5.49,"6,615.78",54.68,1.4
801060,建筑建材,2012/10/24 0:00,2173.45,9.26,0.26,0.7463,14.13,1.61,10.98,6.34,"6,669.85",55.12,1.39
801060,建筑建材,2012/10/23 0:00,2167.71,6.88,-1.74,0.5549,14.1,1.61,11.02,5.05,"6,648.61",54.95,1.39
801060,建筑建材,2012/10/22 0:00,2205.99,6.26,0.04,0.5046,14.35,1.64,11.22,5.37,"6,756.84",55.84,1.37
801060,建筑建材,2012/10/19 0:00,2205.1,7.95,0.25,0.6412,14.34,1.64,11.18,6.12,"6,765.27",55.91,1.37
801060,建筑建材,2012/10/18 0:00,2199.5,9.96,2.14,0.8028,14.3,1.64,11.18,5.89,"6,748.97",55.78,1.37
801060,建筑建材,2012/10/17 0:00,2153.36,5.86,0.64,0.4728,14,1.6,10.94,4.89,"6,610.15",54.63,1.4
801060,建筑建材,2012/10/16 0:00,2139.63,5.72,0.21,0.461,13.91,1.59,10.87,4.82,"6,562.59",54.24,1.41
801060,建筑建材,2012/10/15 0:00,2135.23,6.19,-0.73,0.4994,13.89,1.59,10.85,5.46,"6,552.65",54.15,1.41
801060,建筑建材,2012/10/12 0:00,2150.85,8.59,-0.59,0.6923,13.99,1.6,10.97,6.29,"6,606.28",54.6,1.4
801060,建筑建材,2012/10/11 0:00,2163.55,10.73,-1.27,0.8648,14.07,1.61,11.03,6.84,"6,635.30",54.84,1.4
801060,建筑建材,2012/10/10 0:00,2191.47,9.53,0.14,0.7688,14.2,1.63,11.18,5.77,"6,676.32",55.64,1.38
801060,建筑建材,2012/10/9 0:00,2188.37,11.11,2.86,0.8963,14.18,1.62,11.1,6.41,"6,665.69",55.55,1.38
801060,建筑建材,2012/10/8 0:00,2127.53,6.48,-0.69,0.5225,13.78,1.58,10.76,5.87,"6,483.58",54.03,1.42
801060,建筑建材,2012/9/28 0:00,2142.33,10.05,2.07,0.8094,13.76,1.58,10.7,5.98,"6,539.16",54.49,1.43
801060,建筑建材,2012/9/27 0:00,2098.8,10.09,2.65,0.8125,13.48,1.55,10.49,6.42,"6,409.04",53.41,1.46
801060,建筑建材,2012/9/26 0:00,2044.62,7.12,-1.61,0.5738,13.13,1.51,10.24,6.44,"6,246.53",52.05,1.5
801060,建筑建材,2012/9/25 0:00,2078.12,8.25,-0.33,0.665,13.48,1.54,10.54,7.77,"6,335.28",52.79,1.46
801060,建筑建材,2012/9/24 0:00,2084.99,8.97,1.72,0.7224,13.52,1.55,10.57,7.74,"6,362.67",53.02,1.46
801060,建筑建材,2012/9/21 0:00,2049.7,6.71,-0.33,0.5412,13.28,1.52,10.4,5.31,"6,252.27",52.1,1.49
801060,建筑建材,2012/9/20 0:00,2056.56,8.55,-2.59,0.7674,13.33,1.52,10.49,5.81,"6,014.65",50.12,1.48
801060,建筑建材,2012/9/19 0:00,2111.31,6.56,0.51,0.5886,13.68,1.57,10.84,5.49,"6,166.31",51.39,1.49
801060,建筑建材,2012/9/18 0:00,2100.54,7.34,-0.48,0.6588,13.61,1.56,10.77,6.48,"6,136.61",51.14,1.5
801060,建筑建材,2012/9/17 0:00,2110.7,9.14,-3.21,0.8214,13.68,1.56,10.75,5.73,"6,168.46",51.4,1.46
801060,建筑建材,2012/9/14 0:00,2180.64,12.16,0.37,1.0921,14.12,1.62,11.12,6.32,"6,356.47",52.97,1.41
801060,建筑建材,2012/9/13 0:00,2172.7,9.87,-1.92,0.8863,14.07,1.61,11.14,5.93,"6,334.14",52.78,1.42
801060,建筑建材,2012/9/12 0:00,2215.3,11.98,1.13,1.0771,14.35,1.64,11.42,6.9,"6,429.06",53.58,1.39
801060,建筑建材,2012/9/11 0:00,2190.45,12.5,-1.58,1.1242,14.17,1.62,11.29,7.23,"6,363.45",53.03,1.41
801060,建筑建材,2012/9/10 0:00,2225.57,20.78,2.09,1.8686,14.4,1.65,11.43,9.57,"6,461.51",53.85,1.38
801060,建筑建材,2012/9/7 0:00,2180.01,19.79,6.09,1.7802,14.1,1.62,11.14,6.58,"6,348.48",52.9,1.41
801060,建筑建材,2012/9/6 0:00,2054.82,6.68,1.7,0.6007,13.29,1.52,10.69,5.19,"6,003.12",50.03,1.5
801060,建筑建材,2012/9/5 0:00,2020.48,5.48,0.26,0.4933,13.07,1.5,10.53,3.97,"5,896.00",49.13,1.52
801060,建筑建材,2012/9/4 0:00,2015.33,5.72,-1.33,0.5149,13.03,1.49,10.46,3.98,"5,880.39",49,1.53
801060,建筑建材,2012/9/3 0:00,2042.5,6.24,1.84,0.5613,13.21,1.51,10.58,4.43,"5,954.23",49.62,1.51
801060,建筑建材,2012/8/31 0:00,2005.56,4.93,0.11,0.4441,12.13,1.49,10.31,4.34,"5,855.48",48.8,1.54
801060,建筑建材,2012/8/30 0:00,2003.28,6.74,-1.74,0.6068,12.12,1.49,10.28,4.56,"5,845.73",48.71,1.54
801060,建筑建材,2012/8/29 0:00,2038.78,6.07,-0.38,0.5465,12.33,1.52,10.55,4.84,"5,933.44",49.45,1.51
801060,建筑建材,2012/8/28 0:00,2046.52,6.3,0.34,0.5669,12.38,1.53,10.52,4.8,"5,961.73",49.68,1.51
801060,建筑建材,2012/8/27 0:00,2039.61,6.47,-2.4,0.5823,12.34,1.53,10.48,4.54,"5,932.35",49.44,1.51
801060,建筑建材,2012/8/24 0:00,2089.75,6.53,-2.07,0.5879,12.63,1.57,10.8,4.83,"6,062.76",50.52,1.48
801060,建筑建材,2012/8/23 0:00,2134.02,6.02,0.15,0.5426,12.9,1.6,11.03,4.58,"6,186.01",51.55,1.44
