指数代码,指数名称,发布日期,收盘指数,成交量(亿股),涨跌幅(%),换手率(%),市盈率(倍),市净率(倍),均价(元),成交额占比(%),流通市值(亿元),平均流通市值(亿元),股息率(%)
801010,农林牧渔,2012/12/13 0:00,1477.44,4.57,-0.87,1.6169,28.84,2.63,9.19,3.58,"2,319.73",28.29,0.96
801010,农林牧渔,2012/12/12 0:00,1490.37,4.98,-0.21,1.7594,29.1,2.66,9.32,3.7,"2,337.99",28.51,0.95
801010,农林牧渔,2012/12/11 0:00,1493.47,6.51,-0.83,2.3249,29.16,2.66,9.31,4.05,"2,324.61",28.35,0.95
801010,农林牧渔,2012/12/10 0:00,1505.91,8.42,3.07,3.0067,29.4,2.69,9.41,4.45,"2,343.30",28.58,0.94
801010,农林牧渔,2012/12/7 0:00,1461.08,7.38,4.61,2.6377,28.53,2.6,9.16,4.05,"2,275.36",27.75,0.97
801010,农林牧渔,2012/12/6 0:00,1396.71,3.91,0.06,1.3959,27.27,2.49,8.75,2.82,"2,175.10",26.53,1.02
801010,农林牧渔,2012/12/5 0:00,1395.91,4.27,3.39,1.5256,27.25,2.49,8.76,2.29,"2,174.48",26.52,1.02
801010,农林牧渔,2012/12/4 0:00,1350.08,3.38,0.12,1.2058,26.36,2.4,8.45,3.22,"2,102.20",25.64,1.05
801010,农林牧渔,2012/12/3 0:00,1348.52,3.02,-2.11,1.0781,26.33,2.4,8.42,3.11,"2,101.62",25.63,1.05
801010,农林牧渔,2012/11/30 0:00,1377.63,2.58,0.46,0.9215,26.9,2.45,8.7,2.94,"2,149.52",26.21,1.03
801010,农林牧渔,2012/11/29 0:00,1371.31,2.84,-0.96,1.0137,26.78,2.44,8.64,3.49,"2,142.65",26.13,1.04
801010,农林牧渔,2012/11/28 0:00,1384.55,2.95,-1.59,1.0547,27.04,2.47,8.75,3.41,"2,161.06",26.35,1.03
801010,农林牧渔,2012/11/27 0:00,1406.88,3.87,-4.32,1.4137,27.51,2.51,8.93,3.96,"2,105.03",25.67,1.02
801010,农林牧渔,2012/11/26 0:00,1470.44,3.14,-2.17,1.1485,28.75,2.63,9.41,4.27,"2,206.82",26.91,0.97
801010,农林牧渔,2012/11/23 0:00,1503.08,4.05,0.65,1.4814,29.39,2.69,9.63,4.58,"2,254.61",27.5,0.95
801010,农林牧渔,2012/11/22 0:00,1493.44,3.97,0.52,1.4506,29.2,2.67,9.58,5.04,"2,239.82",27.31,0.96
801010,农林牧渔,2012/11/21 0:00,1485.69,2.54,0.53,0.9273,29.05,2.65,9.57,3.01,"2,226.87",27.16,0.96
801010,农林牧渔,2012/11/20 0:00,1477.8,2.98,0.59,1.0905,28.89,2.64,9.53,4.29,"2,213.80",27,0.97
801010,农林牧渔,2012/11/19 0:00,1469.07,2.55,0.41,0.9335,28.72,2.62,9.43,3.17,"2,200.11",26.83,0.97
801010,农林牧渔,2012/11/16 0:00,1463.09,2.5,-0.8,0.9157,28.6,2.61,9.37,3.18,"2,193.92",26.76,0.98
801010,农林牧渔,2012/11/15 0:00,1474.83,2.66,-1.51,0.977,29.27,2.65,9.44,3.42,"2,204.96",26.89,0.98
801010,农林牧渔,2012/11/14 0:00,1497.41,2.73,-0.14,1.0005,29.72,2.69,9.6,3.46,"2,238.20",27.3,0.96
801010,农林牧渔,2012/11/13 0:00,1499.45,3.42,-1.91,1.2555,29.76,2.69,9.57,3.36,"2,241.99",27.34,0.96
801010,农林牧渔,2012/11/12 0:00,1528.59,2.92,0.91,1.0724,30.33,2.75,9.76,3.22,"2,286.03",27.88,0.94
801010,农林牧渔,2012/11/9 0:00,1514.75,2.3,-0.3,0.8518,30.82,2.73,9.67,2.8,"2,237.25",27.28,0.96
801010,农林牧渔,2012/11/8 0:00,1519.37,2.67,-2.54,0.9899,30.92,2.74,9.7,2.68,"2,242.60",27.35,0.96
801010,农林牧渔,2012/11/7 0:00,1558.98,2.54,-0.04,0.9388,31.72,2.81,9.97,2.78,"2,303.00",28.09,0.93
801010,农林牧渔,2012/11/6 0:00,1559.56,2.89,-0.21,1.0698,31.73,2.81,9.97,2.54,"2,302.45",28.08,0.93
801010,农林牧渔,2012/11/5 0:00,1562.87,2.84,-0.16,1.0526,31.82,2.82,9.98,2.52,"2,307.31",28.14,0.93
801010,农林牧渔,2012/11/2 0:00,1565.41,2.58,0.34,0.9544,31.87,2.82,9.99,2.18,"2,310.44",28.18,0.93
801010,农林牧渔,2012/11/1 0:00,1560.16,2.83,1.79,1.0491,31.76,2.81,10.25,2.22,"2,303.16",28.09,0.93
801010,农林牧渔,2012/10/31 0:00,1532.78,1.93,0.03,0.7164,29.92,2.76,10.08,2.18,"2,263.96",27.61,0.95
801010,农林牧渔,2012/10/30 0:00,1532.37,2.09,-0.31,0.7741,29.91,2.77,10.04,2.34,"2,263.42",27.6,0.94
801010,农林牧渔,2012/10/29 0:00,1537.08,1.9,-0.43,0.7057,30.01,2.77,10.07,2.39,"2,269.94",27.68,0.94
801010,农林牧渔,2012/10/26 0:00,1543.77,2.92,-2.62,1.0844,30.14,2.79,10.08,2.7,"2,280.54",27.81,0.94
801010,农林牧渔,2012/10/25 0:00,1585.25,2.73,-1.01,1.0122,30.87,2.87,10.3,2.24,"2,343.41",28.58,0.91
801010,农林牧渔,2012/10/24 0:00,1601.41,2.55,-0.67,0.9468,31.27,2.9,10.43,2.33,"2,366.77",28.86,0.9
801010,农林牧渔,2012/10/23 0:00,1612.24,2.9,-0.48,1.0741,31.48,2.92,10.5,2.4,"2,385.43",29.09,0.9
801010,农林牧渔,2012/10/22 0:00,1619.96,2.2,0.18,0.8329,31.65,2.94,10.54,2.11,"2,341.88",28.56,0.89
801010,农林牧渔,2012/10/19 0:00,1617.12,2.72,-0.21,1.0285,31.59,2.94,10.5,2.32,"2,338.40",28.52,0.9
801010,农林牧渔,2012/10/18 0:00,1620.55,3.54,0.99,1.3403,31.66,2.95,10.55,2.61,"2,345.86",28.61,0.88
801010,农林牧渔,2012/10/17 0:00,1604.71,3.32,0.35,1.2566,31.35,2.92,10.44,3.41,"2,324.16",28.34,0.89
801010,农林牧渔,2012/10/16 0:00,1599.09,2.86,0.64,1.0815,31.24,2.91,10.38,2.81,"2,315.13",28.23,0.89
801010,农林牧渔,2012/10/15 0:00,1588.95,2.88,-1.37,1.091,31.04,2.89,10.32,3.16,"2,300.20",28.05,0.9
801010,农林牧渔,2012/10/12 0:00,1610.97,2.41,-0.33,0.9132,31.47,2.93,10.44,2.3,"2,325.94",28.37,0.88
801010,农林牧渔,2012/10/11 0:00,1616.24,3.22,-1.85,1.2179,31.57,2.94,10.47,2.74,"2,334.10",28.46,0.88
801010,农林牧渔,2012/10/10 0:00,1646.68,4.05,1.1,1.5341,32.14,2.99,10.69,3.18,"2,376.31",28.98,0.87
801010,农林牧渔,2012/10/9 0:00,1628.8,3.83,2.37,1.4516,31.79,2.96,10.6,2.91,"2,349.38",28.65,0.88
801010,农林牧渔,2012/10/8 0:00,1591.1,2.73,0.27,1.035,31.06,2.89,10.36,3.03,"2,296.49",28.01,0.9
801010,农林牧渔,2012/9/28 0:00,1586.77,3.11,1.92,1.176,30.95,2.9,10.33,2.45,"2,290.20",27.93,0.9
801010,农林牧渔,2012/9/27 0:00,1556.87,3,1.96,1.1351,30.37,2.84,10.14,2.48,"2,249.14",27.43,0.92
801010,农林牧渔,2012/9/26 0:00,1527.01,2.3,-2.68,0.8695,29.79,2.79,9.95,2.72,"2,207.54",26.92,0.93
801010,农林牧渔,2012/9/25 0:00,1569.11,1.75,-0.25,0.6609,30.61,2.87,10.22,2.21,"2,269.22",27.67,0.91
801010,农林牧渔,2012/9/24 0:00,1573.03,2.13,0.31,0.8079,30.68,2.87,10.26,2.2,"2,274.91",27.74,0.91
801010,农林牧渔,2012/9/21 0:00,1568.2,2.54,-0.85,0.9633,30.59,2.86,10.22,2.44,"2,268.41",27.66,0.91
801010,农林牧渔,2012/9/20 0:00,1581.67,3.1,-2.6,1.1734,30.85,2.89,10.35,2.6,"2,291.04",27.94,0.9
801010,农林牧渔,2012/9/19 0:00,1623.97,2.31,0.74,0.8731,31.68,2.97,10.65,2.46,"2,352.12",28.68,0.88
801010,农林牧渔,2012/9/18 0:00,1612.12,2.36,-0.41,0.8948,31.45,2.94,10.57,2.45,"2,334.06",28.46,0.88
801010,农林牧渔,2012/9/17 0:00,1618.77,3.46,-2.8,1.3117,31.57,2.96,10.59,2.58,"2,342.81",28.57,0.88
801010,农林牧渔,2012/9/14 0:00,1665.35,3.88,-0.1,1.4717,32.43,3.04,10.91,2.51,"2,407.42",29.36,0.86
801010,农林牧渔,2012/9/13 0:00,1667.02,4.79,-1.37,1.8156,32.46,3.05,10.95,3.45,"2,411.55",29.41,0.86
801010,农林牧渔,2012/9/12 0:00,1690.14,4.52,0.64,1.7138,32.91,3.09,11.1,2.89,"2,444.50",29.81,0.84
801010,农林牧渔,2012/9/11 0:00,1679.42,3.83,-0.31,1.4523,32.57,3.07,10.83,2.54,"2,426.12",29.95,0.85
801010,农林牧渔,2012/9/10 0:00,1684.59,4.44,0.89,1.685,32.67,3.08,10.86,2.28,"2,434.17",30.05,0.84
801010,农林牧渔,2012/9/7 0:00,1669.73,5.77,3.1,2.1903,32.39,3.05,10.77,2.43,"2,416.65",29.84,0.85
801010,农林牧渔,2012/9/6 0:00,1619.54,2.59,0.79,0.9906,31.36,2.96,10.45,2.47,"2,334.17",28.82,0.88
801010,农林牧渔,2012/9/5 0:00,1606.84,2.59,0.42,0.9897,31.11,2.94,10.39,2.48,"2,318.43",28.62,0.89
801010,农林牧渔,2012/9/4 0:00,1600.19,3.28,-0.62,1.2537,30.92,2.85,10.35,2.97,"2,310.38",28.52,0.9
801010,农林牧渔,2012/9/3 0:00,1610.1,3.06,2.27,1.168,31.11,2.87,10.38,2.76,"2,324.18",28.69,0.89
801010,农林牧渔,2012/8/31 0:00,1574.34,2.09,0.37,0.8001,29.19,2.8,10.14,2.39,"2,269.91",28.02,0.91
801010,农林牧渔,2012/8/30 0:00,1568.58,3.3,-2.31,1.2589,29.08,2.91,10.1,2.68,"2,259.64",27.9,0.92
801010,农林牧渔,2012/8/29 0:00,1605.63,2.78,-1.11,1.0657,29.76,2.97,10.35,2.77,"2,303.59",28.44,0.9
801010,农林牧渔,2012/8/28 0:00,1623.58,2.91,0.06,1.1154,30.1,3.01,10.4,2.86,"2,326.58",28.72,0.89
801010,农林牧渔,2012/8/27 0:00,1622.6,3.3,-2.2,1.2639,30.08,3.01,10.36,2.92,"2,330.17",28.77,0.89
801010,农林牧渔,2012/8/24 0:00,1659.05,4.52,-2.43,1.7318,30.75,3.09,10.61,3.83,"2,382.88",29.42,0.87
801010,农林牧渔,2012/8/23 0:00,1700.35,3.06,0.46,1.173,31.52,3.17,10.89,2.64,"2,445.06",30.19,0.85
801010,农林牧渔,2012/8/22 0:00,1692.63,3.87,-0.55,1.489,31.38,3.16,10.91,3.54,"2,434.65",30.06,0.85
801010,农林牧渔,2012/8/21 0:00,1702.01,4.28,0.99,1.6492,31.58,3.19,11,3.64,"2,443.79",30.17,0.85
801010,农林牧渔,2012/8/20 0:00,1685.37,4.49,1.67,1.7291,31.27,3.16,10.87,4.97,"2,423.01",29.91,0.86
801010,农林牧渔,2012/8/17 0:00,1657.74,2.82,-0.71,1.0876,30.76,3.11,10.69,3.3,"2,381.50",29.4,0.88
801010,农林牧渔,2012/8/16 0:00,1669.61,3.25,-1.13,1.2521,30.98,3.14,10.77,3.67,"2,400.47",29.64,0.87
801010,农林牧渔,2012/8/15 0:00,1688.64,4.13,-1.34,1.5896,31.33,3.18,10.89,4,"2,427.46",29.97,0.86
801010,农林牧渔,2012/8/14 0:00,1711.57,6.32,0.21,2.4327,31.75,3.22,11.05,5.16,"2,461.35",30.39,0.85
801010,农林牧渔,2012/8/13 0:00,1708.04,5.82,-0.41,2.2431,31.69,3.21,11.03,4.57,"2,452.17",30.27,0.85
801010,农林牧渔,2012/8/10 0:00,1715.02,4.79,-0.36,1.8436,31.82,3.22,11.09,3.49,"2,458.68",30.35,0.85
801010,农林牧渔,2012/8/9 0:00,1721.13,4.7,1.78,1.8104,31.93,3.23,11.13,3.25,"2,465.12",30.43,0.84
801010,农林牧渔,2012/8/8 0:00,1691.09,4.23,-1.08,1.6303,31.42,3.18,10.96,3.16,"2,423.10",29.91,0.86
801010,农林牧渔,2012/8/7 0:00,1709.54,5.28,1.97,2.0341,31.76,3.21,11.06,3.87,"2,448.71",30.23,0.85
801010,农林牧渔,2012/8/6 0:00,1676.58,3.93,2.29,1.5154,31.15,3.15,10.87,3.05,"2,404.09",29.68,0.87
801010,农林牧渔,2012/8/3 0:00,1639.03,3.35,1.49,1.2916,30.45,3.08,10.63,3.22,"2,349.75",29.01,0.89
801010,农林牧渔,2012/8/2 0:00,1614.98,3.11,-0.18,1.1995,30,3.04,10.45,3.47,"2,315.77",28.59,0.9
801010,农林牧渔,2012/8/1 0:00,1617.94,2.69,1.17,1.0371,30.06,3.04,10.47,2.97,"2,320.50",28.65,0.9
801010,农林牧渔,2012/7/31 0:00,1599.25,2.77,-1.96,1.0715,29.66,3.02,10.35,3.18,"2,278.43",28.13,0.92
801010,农林牧渔,2012/7/30 0:00,1631.28,3.24,-2.44,1.2518,30.26,3.08,10.6,3.61,"2,327.61",28.74,0.9
801010,农林牧渔,2012/7/27 0:00,1672.11,3.57,-0.61,1.3838,31.07,3.16,10.88,4.06,"2,376.93",29.34,0.88
801010,农林牧渔,2012/7/26 0:00,1682.38,4.01,-2.18,1.5532,31.26,3.18,11.01,4.54,"2,391.48",29.52,0.87
801010,农林牧渔,2012/7/25 0:00,1719.89,4.45,-1.23,1.7246,31.95,3.25,11.23,4.96,"2,436.11",30.08,0.85
801010,农林牧渔,2012/7/24 0:00,1741.23,4.52,0.08,1.7512,32.34,3.29,11.35,5.09,"2,472.24",30.52,0.84
801010,农林牧渔,2012/7/23 0:00,1739.89,5.2,0.58,2.0146,32.3,3.29,11.29,5.7,"2,469.19",30.48,0.85
801010,农林牧渔,2012/7/20 0:00,1729.82,5.3,-1.66,2.0589,32.11,3.27,11.27,5.16,"2,449.59",30.24,0.86
801010,农林牧渔,2012/7/19 0:00,1759.01,6.17,0.54,2.3979,32.49,3.32,11.13,4.55,"2,485.26",31.07,0.85
801010,农林牧渔,2012/7/18 0:00,1749.55,4.55,2.05,1.7675,32.31,3.31,11.02,4.02,"2,471.88",30.9,0.86
801010,农林牧渔,2012/7/17 0:00,1714.34,3.82,-0.37,1.486,31.66,3.23,10.84,4.03,"2,425.75",30.32,0.83
801010,农林牧渔,2012/7/16 0:00,1720.78,5.27,-1.79,2.0505,31.77,3.25,10.97,4.35,"2,432.72",30.41,0.82
801010,农林牧渔,2012/7/13 0:00,1752.2,3.69,0,1.435,32.35,3.31,11.27,3.54,"2,473.58",30.92,0.8
801010,农林牧渔,2012/7/12 0:00,1752.15,5.07,2.5,1.9749,32.35,3.31,11.31,3.69,"2,471.55",30.89,0.81
801010,农林牧渔,2012/7/11 0:00,1709.42,3.28,0.57,1.28,31.51,3.22,11.05,3.49,"2,406.09",30.08,0.8
801010,农林牧渔,2012/7/10 0:00,1699.8,3.31,-0.39,1.2924,31.38,3.2,11.05,3.53,"2,399.59",29.99,0.8
801010,农林牧渔,2012/7/9 0:00,1706.41,4.03,-0.98,1.5703,31.5,3.21,11.1,3.25,"2,405.36",30.07,0.8
801010,农林牧渔,2012/7/6 0:00,1723.29,3.68,1.96,1.4391,31.77,3.24,11.21,2.83,"2,426.71",30.33,0.8
801010,农林牧渔,2012/7/5 0:00,1690.17,3,-2.06,1.1726,31.21,3.18,11.02,2.82,"2,385.59",29.82,0.77
801010,农林牧渔,2012/7/4 0:00,1725.69,3.63,0.65,1.4188,31.86,3.24,11.26,3.49,"2,435.53",30.44,0.76
801010,农林牧渔,2012/7/3 0:00,1714.55,3.78,0.11,1.4781,31.66,3.22,11.19,3.24,"2,414.61",30.18,0.77
801010,农林牧渔,2012/7/2 0:00,1712.71,3.68,2.59,1.4403,31.62,3.22,11.21,3.32,"2,414.93",30.19,0.75
801010,农林牧渔,2012/6/29 0:00,1669.51,2.98,1.47,1.156,30.82,3.14,10.84,2.68,"2,368.55",29.24,0.84
801010,农林牧渔,2012/6/28 0:00,1645.38,2.65,-1.22,1.0249,30.37,3.09,10.67,2.4,"2,336.12",28.84,0.88
801010,农林牧渔,2012/6/27 0:00,1665.68,2.55,-0.64,0.9883,30.75,3.13,10.79,2.45,"2,365.70",29.21,0.88
801010,农林牧渔,2012/6/26 0:00,1676.47,2.74,0.33,1.0614,31.16,3.16,10.82,2.46,"2,380.78",29.39,0.84
801010,农林牧渔,2012/6/25 0:00,1670.94,2.57,-1.8,0.997,31.06,3.15,10.79,2.18,"2,373.79",29.31,0.84
801010,农林牧渔,2012/6/21 0:00,1701.56,2.17,-1.7,0.8396,31.62,3.21,11.02,1.94,"2,418.83",29.86,0.83
801010,农林牧渔,2012/6/20 0:00,1731.05,2.38,-0.36,0.9234,32.17,3.27,11.23,2.27,"2,460.34",30.37,0.82
801010,农林牧渔,2012/6/19 0:00,1737.26,2.65,-0.55,1.0256,32.28,3.28,11.27,2.32,"2,467.97",30.47,0.82
801010,农林牧渔,2012/6/18 0:00,1746.86,2.78,0.22,1.0768,32.46,3.3,11.3,2.33,"2,482.01",30.64,0.81
801010,农林牧渔,2012/6/15 0:00,1743.11,3,-0.33,1.1666,32.39,3.29,11.46,2.59,"2,475.84",30.57,0.78
801010,农林牧渔,2012/6/14 0:00,1748.84,4.17,1.18,1.6222,32.5,3.29,11.6,3.48,"2,487.12",30.71,0.7
801010,农林牧渔,2012/6/13 0:00,1728.51,2.81,1.81,1.0919,32.11,3.25,11.44,2.17,"2,458.43",30.35,0.7
801010,农林牧渔,2012/6/12 0:00,1697.75,2.12,-0.52,0.8238,31.54,3.19,11.25,2.02,"2,412.42",29.78,0.74
801010,农林牧渔,2012/6/11 0:00,1706.67,2.11,1.19,0.8288,31.63,3.21,11.55,1.85,"2,424.87",30.31,0.72
801010,农林牧渔,2012/6/8 0:00,1686.59,2.39,-0.81,0.9443,31.25,3.16,11.49,2.12,"2,400.06",30,0.65
801010,农林牧渔,2012/6/7 0:00,1700.35,2.61,0.1,1.031,31.51,3.18,11.55,2.42,"2,420.43",30.26,0.66
801010,农林牧渔,2012/6/6 0:00,1698.61,2.05,-0.6,0.81,31.48,3.18,11.53,1.88,"2,417.51",30.22,0.66
801010,农林牧渔,2012/6/5 0:00,1708.85,2.29,-0.5,0.9026,31.67,3.2,11.62,2.03,"2,432.97",30.41,0.64
801010,农林牧渔,2012/6/4 0:00,1717.38,3.55,-3.06,1.4117,31.86,3.21,11.81,2.26,"2,433.64",30.42,0.63
801010,农林牧渔,2012/6/1 0:00,1771.54,3.46,-0.05,1.376,32.87,3.31,12.16,2.63,"2,511.93",31.4,0.63
801010,农林牧渔,2012/5/31 0:00,1772.39,3.19,0.07,1.2658,32.87,3.31,12.16,2.2,"2,508.07",31.35,0.63
801010,农林牧渔,2012/5/30 0:00,1771.23,3.27,0.04,1.3004,32.85,3.31,12.12,2.17,"2,506.22",31.33,0.61
801010,农林牧渔,2012/5/29 0:00,1770.57,3.57,1.33,1.4192,32.84,3.31,12.15,1.88,"2,506.56",31.33,0.63
801010,农林牧渔,2012/5/28 0:00,1747.26,3.24,0.87,1.2857,32.4,3.26,11.97,2.09,"2,474.77",30.93,0.64
801010,农林牧渔,2012/5/25 0:00,1732.17,2.87,-1.51,1.1387,32.12,3.23,11.86,2.26,"2,454.70",30.68,0.67
801010,农林牧渔,2012/5/24 0:00,1758.68,3.29,-0.91,1.3057,32.61,3.28,12.04,2.36,"2,492.08",31.15,0.69
801010,农林牧渔,2012/5/23 0:00,1774.81,3.74,-0.47,1.486,32.91,3.31,12.16,2.51,"2,514.92",31.44,0.69
801010,农林牧渔,2012/5/22 0:00,1783.13,3.26,1.34,1.2936,33.07,3.33,12.21,2.49,"2,528.42",31.61,0.69
801010,农林牧渔,2012/5/21 0:00,1759.52,2.85,0.02,1.1341,32.63,3.29,12.04,2.3,"2,493.27",31.17,0.68
801010,农林牧渔,2012/5/18 0:00,1759.19,3.19,-1.71,1.2678,32.62,3.28,12.06,2.14,"2,496.35",31.2,0.68
801010,农林牧渔,2012/5/17 0:00,1789.76,3.2,0.77,1.2748,33.19,3.34,12.37,2.14,"2,540.07",31.75,0.67
801010,农林牧渔,2012/5/16 0:00,1776.1,3.63,-1.55,1.4472,32.94,3.31,12.27,2.73,"2,522.28",31.53,0.67
801010,农林牧渔,2012/5/15 0:00,1804.13,4.47,0.41,1.7804,33.39,3.34,12.43,3,"2,559.27",31.99,0.66
801010,农林牧渔,2012/5/14 0:00,1796.77,4,-0.32,1.5926,33.25,3.33,12.39,2.35,"2,545.93",31.82,0.67
801010,农林牧渔,2012/5/11 0:00,1802.52,4.04,-0.11,1.6189,33.36,3.34,12.42,2.62,"2,541.95",31.77,0.66
801010,农林牧渔,2012/5/10 0:00,1804.43,3.36,-0.22,1.3465,33.4,3.34,12.42,2.2,"2,547.31",31.84,0.66
801010,农林牧渔,2012/5/9 0:00,1808.48,3.87,-1.81,1.5885,33.47,3.4,12.47,2.22,"2,552.96",31.91,0.63
801010,农林牧渔,2012/5/8 0:00,1841.87,4.6,-0.11,1.89,34.09,3.46,12.71,2.55,"2,602.60",32.53,0.62
801010,农林牧渔,2012/5/7 0:00,1843.83,4.98,0.73,2.0465,34.13,3.47,12.71,2.65,"2,604.51",32.56,0.62
801010,农林牧渔,2012/5/4 0:00,1830.46,5.19,1.19,2.1514,33.57,3.41,12.61,2.92,"2,568.04",32.1,0.63
801010,农林牧渔,2012/5/3 0:00,1808.95,3.98,0.51,1.6695,33.4,3.39,13.02,2.53,"2,550.01",32.28,0.57
801010,农林牧渔,2012/5/2 0:00,1799.79,4.97,0.81,2.084,33.23,3.38,12.92,2.51,"2,536.12",32.1,0.57
801010,农林牧渔,2012/4/27 0:00,1785.42,4.27,-0.96,1.7912,32.93,3.33,12.9,2.86,"2,520.27",31.9,0.57
801010,农林牧渔,2012/4/26 0:00,1802.64,6.4,0.53,2.6858,33.55,3.34,12.89,3.17,"2,545.54",32.22,0.54
801010,农林牧渔,2012/4/25 0:00,1793.15,5.41,1.43,2.2705,36.44,3.27,12.87,2.64,"2,535.00",32.09,0.51
801010,农林牧渔,2012/4/24 0:00,1767.79,5.48,-0.78,2.2987,36.04,3.23,12.71,2.53,"2,502.56",31.68,0.53
801010,农林牧渔,2012/4/23 0:00,1781.71,4.51,-1.69,1.9014,38.96,3.24,13.25,2.47,"2,522.42",31.93,0.49
801010,农林牧渔,2012/4/20 0:00,1812.27,4.44,1.06,1.8733,40.21,3.3,13.55,2.61,"2,564.42",32.46,0.53
801010,农林牧渔,2012/4/19 0:00,1793.28,3.54,-0.33,1.4918,39.14,3.27,13.44,2.41,"2,532.85",32.06,0.53
801010,农林牧渔,2012/4/18 0:00,1799.24,4.02,1.94,1.6984,39.41,3.28,13.46,2.41,"2,542.11",32.18,0.5
801010,农林牧渔,2012/4/17 0:00,1764.92,3.37,-0.86,1.4285,38.9,3.23,13.34,2.49,"2,492.59",31.55,0.5
801010,农林牧渔,2012/4/16 0:00,1780.2,3.49,0.03,1.4795,39.37,3.25,13.45,2.59,"2,511.78",31.79,0.5
801010,农林牧渔,2012/4/13 0:00,1779.66,3.59,0.67,1.5226,39.35,3.25,13.49,2.15,"2,514.90",31.83,0.5
801010,农林牧渔,2012/4/12 0:00,1767.88,3.56,2.01,1.5079,39.36,3.23,13.39,2.29,"2,495.91",31.59,0.5
801010,农林牧渔,2012/4/11 0:00,1733.06,2.49,-0.07,1.0565,38.59,3.17,13.13,2.03,"2,449.41",31.01,0.51
801010,农林牧渔,2012/4/10 0:00,1734.31,2.85,0.75,1.207,38.62,3.17,13.15,2.51,"2,452.69",31.05,0.51
801010,农林牧渔,2012/4/9 0:00,1721.4,2.87,-1.83,1.2178,38.32,3.15,13.06,3.13,"2,436.99",30.85,0.52
801010,农林牧渔,2012/4/6 0:00,1753.42,2.77,1,1.1753,39.34,3.2,13.25,2.44,"2,488.12",31.5,0.51
801010,农林牧渔,2012/4/5 0:00,1736.01,2.48,3.17,1.0526,39,3.17,13.13,2.14,"2,464.42",31.2,0.51
