secID,tradeDate,ticker,ChgPct,Close,DownPct,MA5,MA10,MA20,MA60,MA120,MACD,DIFF,DEA,PB1,PB2,PE1,PE2,RSI12,TurnoverValue,TurnoverVol,UpPct,updateTime
000300.ZICN,20081106,300,-2.462,1649.77,75,1657.228,1678.409,1781.294,2098.7045,2611.1196,4.5618,-118.2252,-120.5061,1.9872,1.9372,12.8233,18.0113,34.9057,21547045143,3078417900,20,2016/11/16 17:28
000300.ZICN,20081107,300,1.7,1677.82,15.6667,1660.06,1668.032,1769.837,2081.3275,2591.9699,12.9517,-112.4112,-118.8871,2.0224,1.9625,13.0504,18.2694,38.2131,23620464927,3152159000,79.3333,2016/11/16 17:28
000300.ZICN,20081110,300,7.381,1801.66,0.6667,1689.684,1682.731,1760.646,2068.1642,2574.0831,35.5055,-96.6962,-114.4489,2.1685,2.1113,13.993,19.609,50.3607,47322292085,6394885900,96.3333,2016/11/16 17:28
000300.ZICN,20081111,300,-1.127,1781.36,62.6667,1720.406,1690.285,1752.9835,2056.9067,2556.1267,47.2763,-84.9012,-108.5394,2.1338,2.0966,13.7696,19.4164,48.6503,49194274324,6607285100,31.6667,2016/11/16 17:28
000300.ZICN,20081112,300,1.149,1801.82,10,1742.486,1704.645,1747.357,2046.2012,2538.5247,56.7662,-73.0605,-101.4436,2.1481,2.1348,13.8619,19.7946,50.4988,34453792525,4408796000,84.3333,2016/11/16 17:28
000300.ZICN,20081113,300,4.01,1874.08,0.6667,1787.348,1722.288,1750.016,2036.6913,2523.2186,70.8111,-57.1866,-92.5922,2.2229,2.2315,14.344,20.6667,56.5282,64988756213,8323455200,96.6667,2016/11/16 17:28
000300.ZICN,20081114,300,3.712,1943.65,1,1840.514,1750.287,1755.5355,2028.3603,2507.8903,86.4701,-38.5484,-81.7835,2.2866,2.34,14.7553,21.6382,61.4588,73429585039,9116871700,95.3333,2016/11/16 17:28
000300.ZICN,20081117,300,2.242,1987.22,6,1877.626,1783.655,1760.06,2020.6872,2493.5218,98.8042,-20.0309,-69.4329,2.3272,2.4277,15.0176,22.4539,64.2306,70919184237,8783662600,88.3333,2016/11/16 17:28
000300.ZICN,20081118,300,-7.418,1839.81,93,1889.316,1804.861,1757.9805,2012.794,2478.2274,83.8067,-17.0537,-58.9571,2.181,2.241,14.0742,20.6969,50.7577,76165748641,9727835300,3.6667,2016/11/16 17:28
000300.ZICN,20081119,300,6.161,1953.16,0.3333,1919.584,1831.035,1763.9725,2006.2055,2464.8437,85.5558,-5.4847,-48.2626,2.3082,2.386,14.895,22.0905,58.1257,64838117216,8211740800,96.6667,2016/11/16 17:28
000300.ZICN,20081120,300,-1.062,1932.42,56,1931.252,1859.3,1768.8545,1996.1968,2451.1456,80.4,1.9874,-38.2126,2.2667,2.3851,14.6268,22.0844,56.44,66919038879,8318703800,38.6667,2016/11/16 17:28
000300.ZICN,20081121,300,-0.605,1920.73,66,1926.668,1883.591,1775.8115,1987.4762,2436.5164,72.1584,6.8864,-29.1928,2.2546,2.3646,14.549,21.938,55.4512,66124274844,8304932900,27,2016/11/16 17:28
000300.ZICN,20081124,300,-4.326,1837.64,90,1896.752,1887.189,1784.96,1978.0215,2421.9896,53.1371,4.0179,-22.5507,2.172,2.2572,14.016,20.9281,48.8193,39794620401,5056151700,4.6667,2016/11/16 17:28
000300.ZICN,20081125,300,-0.182,1834.29,59,1895.648,1892.482,1791.3835,1968.584,2407.1809,38.4131,1.4575,-17.749,2.1652,2.2504,13.9723,20.8458,48.5638,34629652337,4281459000,34.6667,2016/11/16 17:28
000300.ZICN,20081126,300,0.502,1843.49,39.6667,1873.714,1896.649,1800.647,1960.45,2392.3282,28.6685,0.1688,-14.1655,2.1784,2.2633,14.0575,20.9497,49.3577,34732301415,4556563500,52.6667,2016/11/16 17:28
000300.ZICN,20081127,300,1.464,1870.47,12.6667,1861.324,1896.288,1809.288,1952.8697,2377.7978,24.7598,1.3094,-11.0705,2.2021,2.3036,14.2103,21.287,51.7408,71753358088,8800832200,78.3333,2016/11/16 17:28
000300.ZICN,20081128,300,-2.168,1829.92,73,1843.162,1884.915,1817.601,1944.4373,2363.4896,16.0382,-1.0466,-9.0657,2.1443,2.264,13.8373,20.9734,48.0347,40648514423,5159066000,18.6667,2016/11/16 17:28
000300.ZICN,20081201,300,1.873,1864.2,7.6667,1848.474,1872.613,1828.134,1935.6467,2349.7568,14.2716,-0.146,-7.2818,2.1601,2.3346,13.9394,21.6389,51.2547,38237160240,4838633300,86.6667,2016/11/16 17:28
000300.ZICN,20081202,300,0.238,1868.63,32.6667,1855.342,1875.495,1840.178,1928.3043,2336.2496,13.1144,0.9147,-5.6425,2.1495,2.3623,13.8707,21.9123,51.6768,48151924129,6135023500,60.3333,2016/11/16 17:28
000300.ZICN,20081203,300,4.497,1952.66,0.6667,1877.176,1875.445,1853.24,1922.7585,2325.8004,22.5296,8.4385,-2.8263,2.237,2.4662,14.4353,22.8466,59.0203,67393273254,8501914400,95.3333,2016/11/16 17:28
000300.ZICN,20081204,300,1.55,1982.92,36.3333,1899.666,1880.495,1869.8975,1918.3745,2316.1557,31.1637,16.651,1.0692,2.285,2.4869,14.7448,23.0629,61.3289,98580218133,11918344100,56.6667,2016/11/16 17:28
000300.ZICN,20081205,300,1.526,2013.17,12.3333,1936.316,1889.739,1886.665,1914.4083,2307.2268,38.7832,25.3087,5.9171,2.3005,2.5348,14.8451,23.4768,63.5672,59950691704,7436632600,80.6667,2016/11/16 17:28
000300.ZICN,20081208,300,4.066,2095.03,0.3333,1982.482,1915.478,1901.3335,1912.935,2299.8595,51.8662,38.3334,12.4003,2.3786,2.6408,15.3501,24.4688,68.8841,89176050245,10760713100,95.3333,2016/11/16 17:28
000300.ZICN,20081209,300,-2.587,2040.84,76.6667,2016.924,1936.133,1914.3075,1911.5072,2292.2645,50.2048,43.7783,18.6759,2.318,2.5852,14.9595,23.8635,62.3165,77546690089,9250981400,18,2016/11/16 17:28
000300.ZICN,20081210,300,2.722,2096.39,8.3333,2045.67,1961.423,1929.036,1910.7947,2286.0455,53.2812,51.9767,25.3361,2.3651,2.6441,15.2629,24.4307,65.9472,70751388012,8327106200,85.3333,2016/11/16 17:28
000300.ZICN,20081211,300,-2.388,2046.33,84.6667,2058.352,1979.009,1937.6485,1909.1807,2278.171,45.565,53.8142,31.0317,2.3123,2.5817,14.9222,23.8041,60.2413,63777696206,7355623600,11,2016/11/16 17:28
000300.ZICN,20081212,300,-4.2,1960.38,89.6667,2047.794,1992.055,1938.485,1907.3183,2271.3986,26.804,47.7842,34.3822,2.2251,2.465,14.3595,22.7589,51.8401,54866552688,6738726600,6.6667,2016/11/16 17:28
000300.ZICN,20081215,300,0.747,1975.03,23.6667,2023.794,2003.138,1937.8755,1905.6048,2264.11,14.8827,43.6839,36.2426,2.2314,2.486,14.4001,23.0663,53.0574,40756443942,5045109600,70.6667,2016/11/16 17:28
000300.ZICN,20081216,300,0.983,1994.45,24,2014.516,2015.72,1945.6075,1905.5015,2257.4809,8.4484,41.5228,37.2986,2.2396,2.5277,14.453,23.3601,54.7127,38552247941,4792487800,69,2016/11/16 17:28
000300.ZICN,20081217,300,0.349,2001.42,31.3333,1995.522,2020.596,1948.0205,1906.7063,2250.3935,4.1822,39.9125,37.8214,2.2378,2.5491,14.4417,23.5295,55.3295,49120177368,5868515000,62.3333,2016/11/16 17:28
000300.ZICN,20081218,300,2.182,2045.1,10.3333,1995.276,2026.814,1953.6545,1909.1915,2242.6899,6.1744,41.6804,38.5932,2.2817,2.5934,14.7253,23.9409,59.1343,48455152683,5842922400,84,2016/11/16 17:28
000300.ZICN,20081219,300,0.343,2052.11,35.3333,2013.622,2030.708,1960.2235,1908.8415,2234.95,7.2905,43.1497,39.5045,2.2808,2.613,14.7193,24.0932,59.7347,53410396118,6331122700,55.3333,2016/11/16 17:28
000300.ZICN,20081222,300,-1.685,2017.54,68,2022.124,2022.959,1969.2185,1905.6737,2228.296,2.4751,41.0514,39.8139,2.2409,2.5855,14.4614,23.8403,55.3589,43843460414,5294946400,26,2016/11/16 17:28
000300.ZICN,20081223,300,-4.887,1918.95,94,2007.024,2010.77,1973.4515,1902.265,2221.0222,-13.9823,31.075,38.0661,2.1451,2.4452,13.8437,22.4639,45.0839,50825766644,6359046400,1.6667,2016/11/16 17:28
000300.ZICN,20081224,300,-1.661,1887.07,77.3333,1984.154,1989.838,1975.6305,1898.0687,2214.2616,-28.3276,20.3614,34.5251,2.1095,2.3938,13.6136,22.0121,42.3135,34210526666,4420183100,18.6667,2016/11/16 17:28
000300.ZICN,20081225,300,-0.864,1870.76,64,1949.286,1972.281,1975.645,1892.1892,2207.3547,-38.5452,10.4344,29.707,2.0965,2.3827,13.5299,21.9197,40.9104,30805996716,3991683400,29.6667,2016/11/16 17:28
000300.ZICN,20081226,300,-0.463,1862.09,59,1911.282,1962.452,1977.2535,1885.8298,2199.867,-44.5771,1.8463,24.1349,2.0969,2.3668,13.5322,21.77,40.1386,28536313731,3456088800,32.3333,2016/11/16 17:28
000300.ZICN,20081229,300,-0.394,1854.75,53.6667,1878.724,1950.424,1976.781,1881.2642,2192.4745,-47.3979,-5.4888,18.2101,2.0898,2.3685,13.4863,21.8386,39.4512,29329563341,3598687300,36.6667,2016/11/16 17:28
000300.ZICN,20081230,300,-1.149,1833.43,71.6667,1861.62,1934.322,1975.021,1876.7807,2183.7301,-49.7344,-12.8739,11.9933,2.0663,2.3515,13.335,21.6478,37.4205,29628506787,3758462700,24.6667,2016/11/16 17:28
000300.ZICN,20081231,300,-0.857,1817.72,71,1847.75,1915.952,1968.274,1873.3613,2174.6958,-50.8156,-19.7664,5.6414,2.0557,2.3231,13.2667,21.3341,35.9337,27291914244,3563135500,21.6667,2016/11/16 17:28
000300.ZICN,20090105,300,3.589,1882.95,4,1850.188,1899.737,1963.2755,1871.489,2165.261,-40.6066,-19.7378,0.5655,2.1436,2.5214,13.7508,22.835,45.7053,39217076790,4818702000,92.6667,2016/11/16 17:28
000300.ZICN,20090106,300,3.178,1942.79,3,1866.328,1888.805,1959.7565,1872.0862,2156.6699,-24.4518,-14.7168,-2.4909,2.2046,2.604,14.1417,23.5596,52.8953,59262170581,7097409700,93.6667,2016/11/16 17:28
000300.ZICN,20090107,300,-0.598,1931.17,55.3333,1881.612,1880.168,1951.5635,1871.181,2148.1506,-14.4822,-11.5423,-4.3012,2.1826,2.616,14.0009,23.599,51.452,50143418262,5970216700,40.3333,2016/11/16 17:28
000300.ZICN,20090108,300,-2.236,1887.99,78.6667,1892.524,1877.072,1943.921,1870.404,2139.0849,-12.9071,-12.3681,-5.9146,2.1287,2.56,13.6548,23.1488,46.3273,47210802398,5344649000,18,2016/11/16 17:28
000300.ZICN,20090109,300,1.609,1918.36,7.6667,1912.652,1880.201,1935.0195,1870.4708,2131.2965,-7.2591,-10.4515,-6.822,2.1559,2.615,13.8295,23.6372,50.1378,41511211439,4740721600,88,2016/11/16 17:28
000300.ZICN,20090112,300,0.121,1920.68,33.3333,1920.198,1885.193,1928.737,1872.1338,2124.4223,-2.918,-8.6457,-7.1867,2.1468,2.6332,13.7714,23.8195,50.4311,46981492708,5423415600,60.3333,2016/11/16 17:28
000300.ZICN,20090113,300,-2.317,1876.18,84,1906.876,1886.602,1924.527,1872.8492,2117.4066,-5.5929,-10.6823,-7.8858,2.1048,2.5612,13.5018,23.2036,44.9046,40201464676,4981813700,12.6667,2016/11/16 17:28
000300.ZICN,20090114,300,4.214,1955.24,0.3333,1911.69,1896.651,1923.5375,1873.8243,2110.2381,3.2584,-5.8493,-7.4785,2.1784,2.6641,13.9737,24.0501,54.5564,52658994886,5928323100,96.3333,2016/11/16 17:28
000300.ZICN,20090115,300,-0.019,1954.87,40,1925.066,1908.795,1921.5585,1875.0488,2102.2699,8.7245,-2.0257,-6.388,2.1614,2.6856,13.8651,24.271,54.5077,67144772684,7894364800,51.6667,2016/11/16 17:28
000300.ZICN,20090116,300,1.808,1990.21,23,1939.436,1926.044,1920.998,1877.6637,2094.6488,16.3203,3.8123,-4.3479,2.206,2.7167,14.1511,24.5452,58.3827,84717648664,9653863300,70.3333,2016/11/16 17:28
000300.ZICN,20090119,300,1.118,2012.46,43.6667,1957.792,1938.995,1919.366,1880.625,2087.3917,23.1449,10.1176,-1.4548,2.2522,2.7255,14.4471,24.5466,60.6829,69785530299,8194817700,51,2016/11/16 17:28
000300.ZICN,20090120,300,0.633,2025.19,35.3333,1987.594,1947.235,1918.02,1884.685,2079.4569,27.8604,15.9579,2.0277,2.2593,2.7487,14.4929,24.6745,61.9939,45640127686,5325926200,56.6667,2016/11/16 17:28
000300.ZICN,20090121,300,-0.172,2021.71,60,2000.888,1956.289,1918.2285,1890.8023,2071.8112,28.8744,20.0742,5.637,2.2479,2.7424,14.4197,24.6734,61.3835,59914192082,6411742800,35,2016/11/16 17:28
000300.ZICN,20090122,300,1.13,2044.55,20.3333,2018.824,1971.945,1924.5085,1896.4478,2064.1753,30.8087,24.8924,9.4881,2.2673,2.7836,14.5445,25.0285,63.9267,53439127032,5886194700,73.3333,2016/11/16 17:28
000300.ZICN,20090123,300,-0.581,2032.68,66,2027.318,1983.377,1931.789,1902.6888,2056.9008,28.718,27.4368,13.0779,2.2496,2.7637,14.4291,24.9659,61.6257,49887828217,5750410900,30.6667,2016/11/16 17:28
000300.ZICN,20090202,300,1.199,2057.06,14.6667,2036.238,1997.015,1941.104,1908.679,2050.0064,28.7754,31.0625,16.6748,2.2671,2.8317,14.541,25.6034,64.4896,46126546742,5145390600,80.6667,2016/11/16 17:28
000300.ZICN,20090203,300,2.521,2108.91,4.6667,2052.982,2020.288,1953.445,1916.0998,2044.2039,33.6168,37.6853,20.8769,2.3203,2.9099,14.8825,26.2379,69.7307,75554097848,8764030200,92.6667,2016/11/16 17:28
000300.ZICN,20090204,300,2.727,2166.41,10.6667,2081.922,2041.405,1969.028,1924.6477,2038.5842,41.8474,47.0315,26.1078,2.3756,2.9732,15.237,26.7893,74.3167,87192159423,10088842800,85,2016/11/16 17:28
000300.ZICN,20090205,300,-0.713,2150.97,72.3333,2103.206,2061.015,1984.905,1933.368,2033.3993,42.3658,52.5864,31.4035,2.3662,2.932,15.1767,26.4172,71.1586,1.01712E+11,11510012200,24,2016/11/16 17:28
000300.ZICN,20090206,300,4.013,2237.28,0,2144.126,2085.722,2005.883,1942.4657,2029.5178,50.9134,63.2244,37.7677,2.4603,3.0631,15.7801,27.5548,77.0944,95640063068,10666490400,96.3333,2016/11/16 17:28
000300.ZICN,20090209,300,2.655,2296.67,3,2192.048,2114.143,2026.569,1953.2473,2025.9759,60.4935,75.5762,45.3294,2.5075,3.1677,16.0832,28.4853,80.1596,1.19887E+11,12952367000,93.6667,2016/11/16 17:28
000300.ZICN,20090210,300,1.31,2326.75,23.6667,2235.616,2144.299,2045.767,1964.0628,2022.6952,66.3397,86.7917,53.6219,2.5495,3.236,16.3537,29.2903,81.5255,1.07892E+11,11629454800,71,2016/11/16 17:28
000300.ZICN,20090211,300,0.188,2331.13,52.3333,2268.56,2175.241,2065.765,1972.8873,2020.5258,66.1077,94.9392,61.8853,2.5465,3.2472,16.3344,29.3591,81.7254,1.44588E+11,14757663700,43.6667,2016/11/16 17:28
000300.ZICN,20090212,300,-0.549,2318.34,52,2302.034,2202.62,2087.2825,1981.837,2019.3718,59.736,99.2203,69.3523,2.5206,3.272,16.1681,29.653,79.0028,1.1605E+11,11982621800,43.6667,2016/11/16 17:28
000300.ZICN,20090213,300,3.482,2399.06,1.3333,2334.39,2239.258,2111.3175,1991.791,2018.9961,61.649,107.883,77.0585,2.6033,3.3874,16.6986,30.7061,82.9202,1.34471E+11,14040991000,95,2016/11/16 17:28
000300.ZICN,20090216,300,2.634,2462.24,23,2367.504,2279.776,2138.3955,2001.5937,2019.1425,66.2753,118.4805,85.3429,2.6841,3.446,17.2167,31.1233,85.2672,1.4738E+11,15234666900,72.6667,2016/11/16 17:28
000300.ZICN,20090217,300,-3.125,2385.29,86,2379.212,2307.414,2163.851,2008.9543,2018.6573,54.323,119.2947,92.1332,2.6075,3.3399,16.7258,30.1456,72.1029,1.37971E+11,14101499100,10.6667,2016/11/16 17:28
000300.ZICN,20090218,300,-4.589,2275.84,88,2368.154,2318.357,2179.881,2013.7647,2017.2259,28.3342,109.8422,95.675,2.4803,3.2033,15.9113,28.9444,58.1682,1.12456E+11,11542206200,8.6667,2016/11/16 17:28
000300.ZICN,20090219,300,0.992,2298.41,19,2364.168,2333.101,2197.058,2021.408,2017.101,11.6959,102.985,97.137,2.497,3.2577,16.0208,29.4752,59.9111,88398854014,9085392800,77.3333,2016/11/16 17:28
000300.ZICN,20090220,300,1.997,2344.32,4.3333,2353.22,2343.805,2214.7635,2027.9273,2017.0664,4.7428,100.1012,97.7299,2.5298,3.3463,16.234,30.5085,63.3038,85247213566,8663206900,92.6667,2016/11/16 17:28
000300.ZICN,20090223,300,2.822,2410.48,3,2342.868,2355.186,2234.6645,2035.895,2016.0459,6.7984,101.9789,98.5797,2.5754,3.4524,16.5264,31.511,67.6129,1.0938E+11,10946540300,93,2016/11/16 17:28
000300.ZICN,20090224,300,-4.507,2301.84,84.6667,2326.178,2352.695,2248.497,2042.2468,2014.8615,-7.9333,93.6214,97.588,2.4573,3.3132,15.7687,30.1621,55.8623,1.27131E+11,12701755500,12.3333,2016/11/16 17:28
000300.ZICN,20090225,300,0.105,2304.25,57.6667,2331.86,2350.007,2262.624,2050.0237,2014.0226,-18.2227,86.1988,95.3102,2.4625,3.2988,15.8019,30.0769,56.0472,1.08878E+11,10787752800,37.6667,2016/11/16 17:28
000300.ZICN,20090226,300,-4.95,2190.18,93.6667,2310.214,2337.191,2269.9055,2055.9552,2012.2696,-40.0139,70.3015,90.3084,2.3784,3.0921,15.2668,28.2133,46.0818,1.01795E+11,10220038500,2.3333,2016/11/16 17:28
000300.ZICN,20090227,300,-2.269,2140.48,81,2269.446,2311.333,2275.2955,2060.905,2010.6775,-59.5647,53.0805,82.8628,2.3499,2.9594,15.0865,27.183,42.4908,80337456328,8707641500,14.6667,2016/11/16 17:28
000300.ZICN,20090302,300,1.13,2164.66,18.3333,2220.282,2281.575,2280.6755,2065.8082,2009.3389,-67.121,40.9122,74.4727,2.3563,3.007,15.157,27.9253,44.7749,60877953675,6274618100,77.3333,2016/11/16 17:28
000300.ZICN,20090303,300,-1.04,2142.15,55.6667,2188.344,2257.261,2282.3375,2071.012,2007.7247,-72.5695,29.1168,65.4015,2.3255,2.9999,14.9604,28.7572,43.0389,64109642424,6616731400,40.3333,2016/11/16 17:28
000300.ZICN,20090304,300,6.675,2285.14,0,2184.522,2258.191,2288.274,2078.0277,2006.8372,-55.1222,30.9502,58.5113,2.4693,3.1914,15.8854,30.573,55.1018,1.05872E+11,11075003300,98.6667,2016/11/16 17:28
000300.ZICN,20090305,300,0.865,2304.91,42.6667,2207.468,2258.841,2295.971,2085.299,2006.8017,-39.8405,33.6109,53.5312,2.4989,3.2156,16.0792,30.6999,56.4915,1.28867E+11,13198734700,54,2016/11/16 17:28
000300.ZICN,20090306,300,-0.796,2286.57,63.3333,2236.686,2253.066,2298.4355,2090.8642,2006.8113,-31.4907,33.8495,49.5949,2.4646,3.1932,15.8608,30.4365,54.7757,85495320495,8596545000,32,2016/11/16 17:28
000300.ZICN,20090309,300,-3.676,2202.52,88.3333,2244.258,2232.27,2293.728,2094.5242,2006.4493,-36.2384,26.9459,45.0651,2.3835,3.0662,15.3569,29.2412,47.5545,83758904259,8655594800,8.3333,2016/11/16 17:28
000300.ZICN,20090310,300,1.737,2240.78,8.3333,2263.984,2226.164,2289.4295,2098.3177,2006.363,-33.2528,24.282,40.9085,2.4218,3.1224,15.6629,30.7009,50.7769,55058099404,5666044900,87.6667,2016/11/16 17:28
000300.ZICN,20090311,300,-0.91,2220.38,71.3333,2251.032,2217.777,2283.892,2100.4068,2006.6709,-32.9881,20.2909,36.785,2.3975,3.0912,15.5151,30.6324,49.0248,70589122656,7083867600,25.6667,2016/11/16 17:28
000300.ZICN,20090312,300,-0.211,2215.7,57.3333,2233.19,2220.329,2278.76,2103.3212,2007.4142,-32.3609,16.5594,32.7398,2.3902,3.0898,15.4699,30.876,48.6051,53843902595,5570011100,37.3333,2016/11/16 17:28
000300.ZICN,20090313,300,-0.464,2205.42,66.6667,2216.96,2226.823,2269.078,2105.1383,2007.9665,-32.1804,12.6271,28.7173,2.3878,3.0653,15.4546,30.6354,47.6279,54636247867,5408309400,27.3333,2016/11/16 17:28
000300.ZICN,20090316,300,1.641,2241.61,13.3333,2224.778,2234.518,2258.0465,2108.393,2008.7868,-26.2849,12.2893,25.4317,2.4151,3.1093,15.6346,31.0717,51.3817,48128301349,4877385400,81.3333,2016/11/16 17:28
000300.ZICN,20090317,300,3.604,2322.4,0,2241.102,2252.543,2254.902,2114.4267,2010.8725,-11.3638,18.3293,24.0112,2.488,3.232,16.1065,32.2781,58.607,94028682141,9298052800,99,2016/11/16 17:28
000300.ZICN,20090318,300,0.441,2332.65,24,2263.556,2257.294,2257.7425,2120.387,2012.9959,-0.5454,23.6703,23.943,2.4915,3.2713,16.1373,32.9789,59.4412,1.0362E+11,10187007100,69.3333,2016/11/16 17:28
000300.ZICN,20090319,300,2.14,2382.56,2,2296.928,2265.059,2261.95,2126.8555,2016.1785,12.1977,31.5666,25.4677,2.5329,3.3468,16.4268,33.7528,63.3635,1.01348E+11,9731876600,96,2016/11/16 17:28
000300.ZICN,20090320,300,-0.115,2379.83,59.3333,2331.81,2274.385,2263.7255,2133.1623,2019.9343,18.7325,37.1756,27.8093,2.5509,3.3602,16.6042,34.1717,62.9999,1.14787E+11,10939673800,37.6667,2016/11/16 17:28
000300.ZICN,20090323,300,2.503,2439.39,7,2371.366,2298.072,2265.171,2139.7338,2024.4627,28.9414,45.8977,31.427,2.5997,3.4396,16.9331,34.9956,67.4453,1.27794E+11,11631304900,89.3333,2016/11/16 17:28
000300.ZICN,20090324,300,0.508,2451.78,41.3333,2397.242,2319.172,2272.668,2146.395,2027.6183,34.8313,53.1965,35.7809,2.6129,3.455,17.0235,34.853,68.3094,1.21593E+11,11199352500,53,2016/11/16 17:28
000300.ZICN,20090325,300,-2.058,2401.32,86,2410.976,2337.266,2277.5215,2152.7913,2029.2325,29.6042,54.2835,39.4814,2.5555,3.4039,16.8354,34.144,61.1039,1.05406E+11,9581666000,10.6667,2016/11/16 17:28
000300.ZICN,20090326,300,3.267,2479.78,3.6667,2430.42,2363.674,2292.0015,2162.1385,2032.2018,34.0704,60.7754,43.7402,2.5957,3.505,17.5512,37.6803,67.0072,1.18049E+11,11324945200,94,2016/11/16 17:28
000300.ZICN,20090327,300,0.772,2498.93,39.3333,2454.24,2393.025,2309.924,2172.3362,2035.2024,36.7304,66.6967,48.3315,2.6117,3.545,17.7003,38.5731,68.2886,1.3414E+11,13536854600,56.6667,2016/11/16 17:28
000300.ZICN,20090330,300,-0.578,2484.48,60,2463.258,2417.312,2325.915,2182.5648,2037.377,33.7466,69.4231,52.5498,2.5873,3.5449,17.9067,39.7248,66.1729,1.00003E+11,9415166500,36,2016/11/16 17:28
000300.ZICN,20090331,300,0.938,2507.78,42.6667,2474.458,2435.85,2344.1965,2193.3263,2039.5781,32.123,72.6267,56.5652,2.598,3.5711,18.0274,40.1558,67.9212,1.06631E+11,9546175200,51,2016/11/16 17:28
000300.ZICN,20090401,300,1.613,2548.22,14.6667,2503.838,2457.407,2357.3505,2204.8842,2043.0742,33.5517,77.535,60.7592,2.6307,3.6507,18.1239,41.0341,70.7805,1.37118E+11,12630762500,82,2016/11/16 17:28
