指数代码,指数名称,发布日期,开盘指数,最高指数,最低指数,收盘指数,成交量(亿股),成交额(亿元),涨跌幅(%)
801010,农林牧渔,2013/12/31 0:00,1888.01,1894.53,1862.17,1893.3,4.37,43.6,-0.03
801010,农林牧渔,2013/12/30 0:00,1886.64,1898.98,1883.47,1893.96,4.27,41.89,0.79
801010,农林牧渔,2013/12/27 0:00,1847.93,1883.23,1846.47,1879.05,3.97,41.73,1.42
801010,农林牧渔,2013/12/26 0:00,1904.08,1908.93,1852.27,1852.75,4.97,51.45,-2.53
801010,农林牧渔,2013/12/25 0:00,1890.77,1900.97,1878.19,1900.94,4.64,49.5,0.64
801010,农林牧渔,2013/12/24 0:00,1872.47,1892.75,1866.51,1888.88,4.78,49.15,0.92
801010,农林牧渔,2013/12/23 0:00,1883.28,1885.36,1838.5,1871.59,4.69,48.61,-0.41
801010,农林牧渔,2013/12/20 0:00,1876.91,1888.8,1859.13,1879.34,4.65,46.14,0.15
801010,农林牧渔,2013/12/19 0:00,1906.93,1914.88,1874.97,1876.61,4.37,44.24,-1.46
801010,农林牧渔,2013/12/18 0:00,1905.73,1921.87,1898.25,1904.47,3.82,40.31,0.03
801010,农林牧渔,2013/12/17 0:00,1931.03,1937.61,1899.93,1903.96,4.98,51.04,-1.58
801010,农林牧渔,2013/12/16 0:00,1974.12,1987.77,1934.41,1934.6,7.06,74.38,-1.44
801010,农林牧渔,2013/12/13 0:00,1957.24,1972.7,1949.84,1962.81,5.38,55.29,-0.43
801010,农林牧渔,2013/12/12 0:00,1977.22,1988.81,1962.14,1971.25,6.03,62.13,-0.47
801010,农林牧渔,2013/12/11 0:00,1971.27,1984.7,1945.27,1980.63,7.59,76.97,0.14
801010,农林牧渔,2013/12/10 0:00,1996.2,1997.5,1970.45,1977.77,5.87,61.47,-0.88
801010,农林牧渔,2013/12/9 0:00,1955.74,1998.48,1954.85,1995.37,8.39,84.4,2.24
801010,农林牧渔,2013/12/6 0:00,1946.13,1959.46,1943.09,1951.58,5.48,55.49,-0.02
801010,农林牧渔,2013/12/5 0:00,1946.38,1963.5,1932,1951.88,7.69,78.2,0.52
801010,农林牧渔,2013/12/4 0:00,1895.96,1956.5,1895.79,1941.73,8.97,90.89,2.63
801010,农林牧渔,2013/12/3 0:00,1823.62,1893.11,1821.13,1891.88,5.74,56.18,2.99
801010,农林牧渔,2013/12/2 0:00,1902.11,1918.91,1828.56,1836.87,8.51,81.2,-5.77
801010,农林牧渔,2013/11/29 0:00,1940.4,1953.16,1935.31,1949.37,7.18,72.87,0.48
801010,农林牧渔,2013/11/28 0:00,1926.48,1961.42,1923.46,1940.14,8.81,88.59,0.83
801010,农林牧渔,2013/11/27 0:00,1917.99,1928.13,1904.25,1924.16,6.15,60,0.29
801010,农林牧渔,2013/11/26 0:00,1910,1923.66,1898.12,1918.68,6.03,61,0.13
801010,农林牧渔,2013/11/25 0:00,1914.47,1930.83,1906.74,1916.11,6.9,70.56,-0.45
801010,农林牧渔,2013/11/22 0:00,1929.12,1953.44,1920.94,1924.84,9.41,94.76,-0.1
801010,农林牧渔,2013/11/21 0:00,1895.69,1935.93,1886.95,1926.76,10.39,105.72,1.06
801010,农林牧渔,2013/11/20 0:00,1895.3,1913.47,1890.84,1906.56,8.11,82.69,0.39
801010,农林牧渔,2013/11/19 0:00,1899.19,1905.06,1882.47,1899.16,9.81,100.46,0.03
801010,农林牧渔,2013/11/18 0:00,1836.59,1899.55,1836.03,1898.63,10.37,102.7,3.9
801010,农林牧渔,2013/11/15 0:00,1781.88,1835.06,1781.8,1827.4,8.21,81.11,2.09
801010,农林牧渔,2013/11/14 0:00,1762.63,1798.09,1762.15,1789.93,7.35,69.1,1.27
801010,农林牧渔,2013/11/13 0:00,1770.92,1804.63,1755.57,1767.56,7.42,67.36,-0.22
801010,农林牧渔,2013/11/12 0:00,1772.15,1774.57,1748.82,1771.46,6.13,53.07,-0.75
801010,农林牧渔,2013/11/11 0:00,1802.02,1815.16,1784.23,1784.79,5.37,50.02,-1.39
801010,农林牧渔,2013/11/8 0:00,1809.5,1821.03,1778.39,1809.95,7.06,66.35,-1.68
801010,农林牧渔,2013/11/7 0:00,1848.89,1877.84,1831.91,1840.91,8.09,73.31,-0.74
801010,农林牧渔,2013/11/6 0:00,1870.35,1882.17,1854.69,1854.69,7.01,67.86,-0.84
801010,农林牧渔,2013/11/5 0:00,1804.8,1872.12,1793.37,1870.49,6.44,62.76,3.21
801010,农林牧渔,2013/11/4 0:00,1797.75,1825.77,1796.49,1812.35,4.04,39.14,1.14
801010,农林牧渔,2013/11/1 0:00,1795.29,1806.45,1770.78,1791.96,4.84,43.96,-1.15
801010,农林牧渔,2013/10/31 0:00,1848.24,1853.7,1812.52,1812.8,6.03,60.18,-2.33
801010,农林牧渔,2013/10/30 0:00,1821.19,1859.79,1817.84,1855.97,6.67,70.09,1.28
801010,农林牧渔,2013/10/29 0:00,1851.06,1861.35,1750.21,1832.46,8.77,84.79,-1.51
801010,农林牧渔,2013/10/28 0:00,1841.09,1878.04,1840.44,1860.61,6.75,68.08,2.18
801010,农林牧渔,2013/10/25 0:00,1857.74,1864.23,1795.93,1820.98,5.92,55.99,-1.84
801010,农林牧渔,2013/10/24 0:00,1859.48,1882.23,1847.59,1855.03,4.85,46.69,-0.68
801010,农林牧渔,2013/10/23 0:00,1957.27,1957.99,1863.94,1867.7,8.86,85.5,-5.1
801010,农林牧渔,2013/10/22 0:00,1958.17,1991.4,1948.58,1968.14,10.63,109.23,0.07
801010,农林牧渔,2013/10/21 0:00,1921.1,1969.25,1907.95,1966.68,9.11,90.93,2.48
801010,农林牧渔,2013/10/18 0:00,1908.79,1927.03,1890.18,1919,7.28,72.36,-0.39
801010,农林牧渔,2013/10/17 0:00,1918.39,1944.95,1894.88,1926.44,11.15,112.17,1
801010,农林牧渔,2013/10/16 0:00,1966.35,1966.5,1892.06,1907.32,12.07,122.91,-3.97
801010,农林牧渔,2013/10/15 0:00,1983.56,1997.08,1965.95,1986.16,12.49,128.78,0.53
801010,农林牧渔,2013/10/14 0:00,1899.87,1980.61,1899.83,1975.64,13.4,139.37,4.38
801010,农林牧渔,2013/10/11 0:00,1868.63,1900.16,1868.62,1892.72,9.21,92.39,1.23
801010,农林牧渔,2013/10/10 0:00,1879.55,1897.7,1858.77,1869.71,12.23,118.58,-0.52
801010,农林牧渔,2013/10/9 0:00,1815.4,1879.55,1810.62,1879.55,11.1,107.26,3.03
801010,农林牧渔,2013/10/8 0:00,1786.65,1837.71,1782.24,1824.24,10.95,107.1,2.72
801010,农林牧渔,2013/9/30 0:00,1726.46,1776.28,1726.35,1775.98,7.37,67.53,3.49
801010,农林牧渔,2013/9/27 0:00,1738.51,1742.22,1706.84,1716.14,7,61.23,-1.92
801010,农林牧渔,2013/9/26 0:00,1777.24,1783.37,1749.43,1749.72,10.28,92.44,-1.05
801010,农林牧渔,2013/9/25 0:00,1742.27,1793.65,1740.64,1768.35,11.5,101.86,1.36
801010,农林牧渔,2013/9/24 0:00,1746.26,1761.86,1732.34,1744.58,8.78,74.32,-0.31
801010,农林牧渔,2013/9/23 0:00,1719.14,1750.28,1717.26,1750.02,8.11,66.71,2.26
801010,农林牧渔,2013/9/18 0:00,1702.82,1713.22,1695.49,1711.3,4.65,38.16,0.65
801010,农林牧渔,2013/9/17 0:00,1750.04,1750.13,1699.24,1700.25,7.96,64.64,-3.18
801010,农林牧渔,2013/9/16 0:00,1759.71,1768.07,1753.28,1756.1,6.52,58.05,-0.23
801010,农林牧渔,2013/9/13 0:00,1766.57,1769.77,1758.11,1760.17,7.52,66.42,-0.22
801010,农林牧渔,2013/9/12 0:00,1752.78,1777.84,1748.93,1764,9.14,80.02,-0.49
801010,农林牧渔,2013/9/11 0:00,1753.2,1810.1,1725.45,1772.77,14.15,123.22,0.83
801010,农林牧渔,2013/9/10 0:00,1737.89,1761.22,1732.64,1758.17,10.99,92.23,1.04
801010,农林牧渔,2013/9/9 0:00,1716.04,1745.79,1716.04,1740.1,10.95,92.36,1.49
801010,农林牧渔,2013/9/6 0:00,1698.46,1724.79,1696.83,1714.56,9.5,78.78,0.2
801010,农林牧渔,2013/9/5 0:00,1708.18,1721.5,1691.34,1711.14,10.32,81.65,-0.94
801010,农林牧渔,2013/9/4 0:00,1746.72,1751.02,1710.21,1727.29,15.63,125.52,-0.13
801010,农林牧渔,2013/9/3 0:00,1686.76,1736.55,1686.53,1729.48,11.09,94.98,3.45
801010,农林牧渔,2013/9/2 0:00,1601.56,1676.21,1594.92,1671.78,9.52,76,4.41
801010,农林牧渔,2013/8/30 0:00,1625.69,1626.53,1596.19,1601.22,5.3,42.09,-1.79
801010,农林牧渔,2013/8/29 0:00,1628.21,1632.61,1616.21,1630.35,4.88,38.4,0.29
801010,农林牧渔,2013/8/28 0:00,1638.35,1638.8,1624.82,1625.64,5.12,40.98,-1.39
801010,农林牧渔,2013/8/27 0:00,1638.05,1648.55,1634.63,1648.55,4.15,37.09,0.6
801010,农林牧渔,2013/8/26 0:00,1618.08,1638.88,1615.85,1638.79,4.51,41.43,1.34
801010,农林牧渔,2013/8/23 0:00,1613.39,1620.82,1585.94,1617.12,4.86,42.47,0.45
801010,农林牧渔,2013/8/22 0:00,1611.22,1624.25,1608.37,1609.91,3.66,32.62,-0.34
801010,农林牧渔,2013/8/21 0:00,1603.05,1615.37,1593.85,1615.37,3.68,31.21,0.66
801010,农林牧渔,2013/8/20 0:00,1607.09,1622.31,1600.66,1604.84,4.23,36.51,-0.3
801010,农林牧渔,2013/8/19 0:00,1576,1609.84,1575.07,1609.75,3.5,29.71,1.71
801010,农林牧渔,2013/8/16 0:00,1608.05,1634.53,1581.47,1582.68,5.13,44.36,-2
801010,农林牧渔,2013/8/15 0:00,1644.5,1646.06,1614.72,1614.99,4.88,41.93,-2.05
801010,农林牧渔,2013/8/14 0:00,1651.41,1671.33,1641.91,1648.78,5.75,51.89,-0.2
801010,农林牧渔,2013/8/13 0:00,1640.08,1652.04,1636.9,1652.04,5.2,47.09,0.86
801010,农林牧渔,2013/8/12 0:00,1614.29,1637.93,1609.49,1637.93,5.34,48.1,1.59
801010,农林牧渔,2013/8/9 0:00,1614.46,1630.97,1595.07,1612.26,4.82,44.51,-0.12
801010,农林牧渔,2013/8/8 0:00,1590.36,1620.18,1589.78,1614.26,5.18,46.29,1.28
801010,农林牧渔,2013/8/7 0:00,1603.6,1607.57,1588.6,1593.85,4.84,42.42,-0.9
801010,农林牧渔,2013/8/6 0:00,1592.64,1611.77,1587.91,1608.35,5.87,53.25,1.02
801010,农林牧渔,2013/8/5 0:00,1529.06,1592.04,1528.64,1592.04,5.77,51.13,4.21
801010,农林牧渔,2013/8/2 0:00,1518.6,1536.58,1518.47,1527.77,4.27,36.48,0.74
801010,农林牧渔,2013/8/1 0:00,1488.5,1516.6,1485.7,1516.6,3.98,32.1,2.2
801010,农林牧渔,2013/7/31 0:00,1482.16,1493.63,1477.07,1484.01,2.52,21.75,0.39
801010,农林牧渔,2013/7/30 0:00,1478.37,1486.57,1456.17,1478.2,2.7,22.7,0.18
801010,农林牧渔,2013/7/29 0:00,1489.68,1491.03,1472.93,1475.52,3.01,25.62,-1.5
801010,农林牧渔,2013/7/26 0:00,1505.61,1509.12,1486.08,1497.92,3.26,28.57,-0.96
801010,农林牧渔,2013/7/25 0:00,1521.74,1527.15,1499.66,1512.4,3.84,34.66,-0.54
801010,农林牧渔,2013/7/24 0:00,1514.06,1522.97,1499.33,1520.56,3.89,33.22,0.27
801010,农林牧渔,2013/7/23 0:00,1488.37,1520.05,1488.04,1516.4,4.38,35.18,2.19
801010,农林牧渔,2013/7/22 0:00,1455.59,1483.92,1449.54,1483.85,3.35,26.84,0.89
801010,农林牧渔,2013/7/19 0:00,1514.04,1517.92,1470.74,1470.74,3.9,32.98,-2.77
801010,农林牧渔,2013/7/18 0:00,1519.69,1524.22,1503.5,1512.62,3.17,27.62,-0.87
801010,农林牧渔,2013/7/17 0:00,1545.77,1556.34,1524.89,1525.96,3.56,30.85,-1.45
801010,农林牧渔,2013/7/16 0:00,1528.82,1548.35,1521.81,1548.35,3.68,33.03,0.94
801010,农林牧渔,2013/7/15 0:00,1510.91,1536.4,1507.94,1533.92,3.72,33.63,1.25
801010,农林牧渔,2013/7/12 0:00,1521.63,1540.74,1514.6,1515.02,4.07,35.73,-0.43
801010,农林牧渔,2013/7/11 0:00,1481.15,1535.89,1480.33,1521.58,4.41,38.12,2.69
801010,农林牧渔,2013/7/10 0:00,1445.06,1481.77,1440.5,1481.77,2.95,25.99,2.37
801010,农林牧渔,2013/7/9 0:00,1448.4,1455.58,1438.38,1447.52,2.27,20.92,-0.19
801010,农林牧渔,2013/7/8 0:00,1482.8,1488.2,1446.95,1450.27,3.39,33.22,-3.36
801010,农林牧渔,2013/7/5 0:00,1509.18,1519.68,1500.76,1500.76,2.93,24.46,-0.42
801010,农林牧渔,2013/7/4 0:00,1496.83,1517.63,1488.88,1507.08,2.91,23.82,0.34
801010,农林牧渔,2013/7/3 0:00,1498.8,1504.51,1480.41,1501.96,3.02,26.09,-0.16
801010,农林牧渔,2013/7/2 0:00,1468.88,1504.31,1468.16,1504.31,2.88,24.98,2.33
801010,农林牧渔,2013/7/1 0:00,1453.29,1470.76,1445.67,1470.12,2.08,17.63,0.94
801010,农林牧渔,2013/6/28 0:00,1452.86,1482.6,1439.51,1456.41,2.97,24.53,-0.34
801010,农林牧渔,2013/6/27 0:00,1485.16,1502.55,1460.51,1461.33,3.64,31.37,-1.31
801010,农林牧渔,2013/6/26 0:00,1468.38,1485.3,1455.25,1480.7,3.39,29.45,0.94
801010,农林牧渔,2013/6/25 0:00,1472.62,1485.59,1378.56,1466.91,4.81,38.54,-1.31
801010,农林牧渔,2013/6/24 0:00,1567.14,1567.76,1469.14,1486.45,3.74,32.36,-5.43
801010,农林牧渔,2013/6/21 0:00,1554.79,1579.94,1538.8,1571.79,2.79,25.47,-0.36
801010,农林牧渔,2013/6/20 0:00,1623.23,1624.61,1576.95,1577.5,2.87,26.69,-3.15
801010,农林牧渔,2013/6/19 0:00,1630.31,1631.1,1605.65,1628.88,2.87,26.43,-0.43
801010,农林牧渔,2013/6/18 0:00,1635.57,1640.43,1620.35,1635.99,2.57,23.23,0.02
801010,农林牧渔,2013/6/17 0:00,1639.73,1643.3,1624.23,1635.63,2.99,27.22,-0.09
801010,农林牧渔,2013/6/14 0:00,1621.95,1639.27,1621.83,1637.06,3.01,27.39,1.16
801010,农林牧渔,2013/6/13 0:00,1652.62,1653.02,1592.84,1618.3,3.63,32.2,-3.03
801010,农林牧渔,2013/6/7 0:00,1693.29,1698.31,1656.37,1668.89,3.76,33.37,-1.42
801010,农林牧渔,2013/6/6 0:00,1703.17,1712.53,1690.19,1692.89,3.93,35.22,-0.81
801010,农林牧渔,2013/6/5 0:00,1702.1,1712.98,1695.55,1706.73,2.89,25.27,0.12
801010,农林牧渔,2013/6/4 0:00,1741.12,1742.54,1693.33,1704.66,4.69,40.76,-2.33
801010,农林牧渔,2013/6/3 0:00,1758.46,1764.38,1743.64,1745.26,4.55,41.52,-0.79
801010,农林牧渔,2013/5/31 0:00,1771.6,1777.72,1759.02,1759.19,5.46,48.06,-0.63
801010,农林牧渔,2013/5/30 0:00,1771.83,1775.38,1760.57,1770.42,5.71,50.41,-0.48
801010,农林牧渔,2013/5/29 0:00,1775.1,1783.7,1771.77,1779,6.69,56.59,0.46
801010,农林牧渔,2013/5/28 0:00,1764.44,1776.52,1755.38,1770.89,7.16,62.02,0.48
801010,农林牧渔,2013/5/27 0:00,1735.01,1762.42,1734.96,1762.42,6.18,56.83,1.57
801010,农林牧渔,2013/5/24 0:00,1712.24,1737.25,1712.24,1735.17,5.5,47.7,1.35
801010,农林牧渔,2013/5/23 0:00,1715.62,1733.82,1707.02,1712.02,6.15,52.79,-0.66
801010,农林牧渔,2013/5/22 0:00,1719.27,1733.75,1714.46,1723.37,7.4,64.2,0.15
801010,农林牧渔,2013/5/21 0:00,1713.72,1720.78,1704.87,1720.78,6.3,58.56,0.3
801010,农林牧渔,2013/5/20 0:00,1688.47,1719.57,1688.44,1715.59,6.55,58.24,1.75
801010,农林牧渔,2013/5/17 0:00,1663.81,1686.07,1662.69,1686.07,5.36,45.95,1.34
801010,农林牧渔,2013/5/16 0:00,1647.99,1668.54,1644.47,1663.83,4.98,43.64,0.86
801010,农林牧渔,2013/5/15 0:00,1635.87,1649.67,1635.78,1649.67,3.72,32.47,0.83
801010,农林牧渔,2013/5/14 0:00,1649.46,1649.72,1627.94,1636.05,4.25,36.98,-0.85
801010,农林牧渔,2013/5/13 0:00,1632.2,1650.02,1632.05,1650.02,4.73,40.72,1.11
801010,农林牧渔,2013/5/10 0:00,1610.33,1632.51,1606.58,1631.92,4.63,39.51,1.08
801010,农林牧渔,2013/5/9 0:00,1610.81,1614.93,1597.41,1614.53,4.74,39.48,0.2
801010,农林牧渔,2013/5/8 0:00,1609.64,1615.21,1601.69,1611.32,3.96,33.26,0.28
801010,农林牧渔,2013/5/7 0:00,1606.27,1610.44,1599.06,1606.79,3.62,32.38,-0.26
801010,农林牧渔,2013/5/6 0:00,1589.69,1611.01,1589.4,1610.98,4.1,36.66,1.43
801010,农林牧渔,2013/5/3 0:00,1568.34,1594.93,1567.3,1588.25,4.08,37.31,1.29
801010,农林牧渔,2013/5/2 0:00,1554,1572.52,1548.9,1567.95,2.85,26.39,0.55
801010,农林牧渔,2013/4/26 0:00,1591.13,1594.82,1555.9,1559.42,3.68,34.76,-1.96
801010,农林牧渔,2013/4/25 0:00,1595.02,1615.88,1590.68,1590.68,5.02,47.78,-0.25
801010,农林牧渔,2013/4/24 0:00,1567.35,1594.64,1567.22,1594.64,3.98,35.04,1.65
801010,农林牧渔,2013/4/23 0:00,1614.56,1614.56,1568.69,1568.69,3.86,34.02,-2.95
801010,农林牧渔,2013/4/22 0:00,1595.83,1616.39,1593.95,1616.39,4.29,38.24,0.61
801010,农林牧渔,2013/4/19 0:00,1573.95,1608.96,1573.9,1606.61,4,35.39,2.08
801010,农林牧渔,2013/4/18 0:00,1563.9,1580.09,1557.56,1573.8,3.14,26.46,0.13
801010,农林牧渔,2013/4/17 0:00,1560.29,1572.09,1556.01,1571.72,2.94,24.63,0.66
801010,农林牧渔,2013/4/16 0:00,1544.3,1562.12,1532.28,1561.35,3.31,27.75,0.17
801010,农林牧渔,2013/4/15 0:00,1577.09,1577.64,1554.8,1558.75,3.33,27.78,-1.5
801010,农林牧渔,2013/4/12 0:00,1600.53,1602.78,1582.05,1582.48,3.29,27.12,-1.47
801010,农林牧渔,2013/4/11 0:00,1614.23,1619.56,1602.81,1606.12,4.25,35.53,-0.19
801010,农林牧渔,2013/4/10 0:00,1615.63,1618.08,1597.61,1609.11,4.61,38.76,-0.78
801010,农林牧渔,2013/4/9 0:00,1608.19,1624.9,1606.28,1621.68,5.38,46.62,0.93
801010,农林牧渔,2013/4/8 0:00,1586.53,1607.44,1561.73,1606.79,6.57,57.73,-0.31
801010,农林牧渔,2013/4/3 0:00,1639.04,1642.02,1602.93,1611.79,6.22,54.44,-1.55
801010,农林牧渔,2013/4/2 0:00,1643.97,1658.64,1632.82,1637.25,4.65,41.09,-0.2
801010,农林牧渔,2013/4/1 0:00,1623.04,1642.77,1619.57,1640.48,4.64,41.14,1.24
801010,农林牧渔,2013/3/29 0:00,1621,1629.95,1613.43,1620.35,3.98,34.27,0.18
801010,农林牧渔,2013/3/28 0:00,1653.81,1654,1617.36,1617.47,4.44,38.08,-2.76
801010,农林牧渔,2013/3/27 0:00,1659.89,1676.96,1655.76,1663.45,3.88,35.49,0.12
801010,农林牧渔,2013/3/26 0:00,1673.84,1673.96,1641.85,1661.44,3.9,35.86,-0.97
801010,农林牧渔,2013/3/25 0:00,1681.33,1684.07,1668,1677.64,3.46,31.65,-0.07
801010,农林牧渔,2013/3/22 0:00,1682.41,1686.3,1668.34,1678.83,3.02,27.83,-0.34
801010,农林牧渔,2013/3/21 0:00,1672.96,1694.46,1672.8,1684.48,4.76,44.01,0.99
801010,农林牧渔,2013/3/20 0:00,1631.66,1668.03,1631.08,1668.03,3.34,31.01,2.27
801010,农林牧渔,2013/3/19 0:00,1631.13,1639.26,1611.11,1630.93,2.74,24.53,0.19
801010,农林牧渔,2013/3/18 0:00,1644.35,1649.27,1626.15,1627.87,2.94,26.2,-1.35
801010,农林牧渔,2013/3/15 0:00,1653.65,1673.86,1635.39,1650.1,3.26,30.27,-0.08
801010,农林牧渔,2013/3/14 0:00,1650.65,1669.58,1647.87,1651.44,2.9,26.38,-0.36
801010,农林牧渔,2013/3/13 0:00,1682.94,1683.61,1639.84,1657.43,3.76,34.72,-1.83
801010,农林牧渔,2013/3/12 0:00,1740.96,1744.91,1669.66,1688.29,5.53,51.74,-3.16
801010,农林牧渔,2013/3/11 0:00,1744.1,1747.99,1730.32,1743.43,3.74,36.72,-0.15
801010,农林牧渔,2013/3/8 0:00,1759.77,1766.73,1743.42,1745.99,4.68,44.29,-0.83
801010,农林牧渔,2013/3/7 0:00,1781.51,1781.61,1746.58,1760.65,6.49,62.18,-1.45
801010,农林牧渔,2013/3/6 0:00,1773.78,1786.55,1761.55,1786.55,7.01,66.17,0.93
801010,农林牧渔,2013/3/5 0:00,1743.18,1770.17,1730.23,1770.08,6.05,58.71,1.61
801010,农林牧渔,2013/3/4 0:00,1764.87,1779.67,1731.41,1742.08,8.15,79.31,-1.58
801010,农林牧渔,2013/3/1 0:00,1755.7,1770.35,1747.95,1769.98,5.49,57.32,0.71
801010,农林牧渔,2013/2/28 0:00,1734.74,1757.57,1718.9,1757.57,4.81,49.05,1.51
801010,农林牧渔,2013/2/27 0:00,1742.39,1751.32,1716.84,1731.38,4.15,42.29,-0.56
801010,农林牧渔,2013/2/26 0:00,1775.35,1787.15,1740.2,1741.18,5.75,59.57,-2.19
801010,农林牧渔,2013/2/25 0:00,1749.48,1781.44,1749.19,1780.17,5.05,52.45,1.81
801010,农林牧渔,2013/2/22 0:00,1738.68,1762.56,1738.45,1748.53,5.47,51.42,0.3
801010,农林牧渔,2013/2/21 0:00,1759.86,1771.04,1730.92,1743.29,7,67.2,-1.54
801010,农林牧渔,2013/2/20 0:00,1739.35,1770.56,1735.49,1770.56,5.01,49.59,1.65
801010,农林牧渔,2013/2/19 0:00,1766.56,1768.15,1733.86,1741.85,4.88,48.1,-1.41
801010,农林牧渔,2013/2/18 0:00,1762.99,1780.96,1762.72,1766.79,5.89,55.99,1.02
801010,农林牧渔,2013/2/8 0:00,1728.93,1754.71,1728.92,1748.99,4.21,42.25,1.21
801010,农林牧渔,2013/2/7 0:00,1720.21,1728.25,1712.18,1728.07,4.15,41.89,0.51
801010,农林牧渔,2013/2/6 0:00,1710.12,1724.67,1708.42,1719.26,4.15,41.37,0.53
801010,农林牧渔,2013/2/5 0:00,1685.46,1710.68,1680.74,1710.18,5,49.55,0.99
801010,农林牧渔,2013/2/4 0:00,1739.88,1739.88,1692.14,1693.43,7.41,72.69,-2.65
801010,农林牧渔,2013/2/1 0:00,1728.55,1756.64,1721.66,1739.49,8.62,85.19,1.13
801010,农林牧渔,2013/1/31 0:00,1721.37,1723.88,1706.78,1720.03,5.69,54.83,-0.13
801010,农林牧渔,2013/1/30 0:00,1735.08,1736.71,1706.87,1722.2,6.63,61.09,-0.48
801010,农林牧渔,2013/1/29 0:00,1719.78,1735.61,1715.3,1730.53,7.13,68.15,0.84
801010,农林牧渔,2013/1/28 0:00,1681.29,1716.08,1680.8,1716.08,5.85,55.6,2.03
801010,农林牧渔,2013/1/25 0:00,1683.64,1688.84,1671.85,1681.99,5.08,45.73,-0.28
801010,农林牧渔,2013/1/24 0:00,1724.76,1739.28,1672.31,1686.73,7.6,71.05,-2.24
801010,农林牧渔,2013/1/23 0:00,1734.36,1734.63,1705.42,1725.37,6.91,66.24,-1.22
801010,农林牧渔,2013/1/22 0:00,1743,1751.63,1701.86,1746.76,9.33,88.23,0.16
801010,农林牧渔,2013/1/21 0:00,1742.32,1744.02,1727.94,1744.02,6.34,61.08,0.38
801010,农林牧渔,2013/1/18 0:00,1711.54,1737.65,1708.16,1737.49,6.64,63.05,1.95
801010,农林牧渔,2013/1/17 0:00,1721.28,1722.97,1694.64,1704.18,5.23,50.08,-1.45
801010,农林牧渔,2013/1/16 0:00,1734.83,1740.21,1698.86,1729.23,8.16,75.85,-0.4
801010,农林牧渔,2013/1/15 0:00,1685.74,1743.15,1685.62,1736.12,10.47,98.07,3.15
801010,农林牧渔,2013/1/14 0:00,1621.45,1685.19,1621.45,1683.14,6.62,62.94,3.44
801010,农林牧渔,2013/1/11 0:00,1667.91,1668.74,1622.79,1627.24,5.98,53.86,-2.42
801010,农林牧渔,2013/1/10 0:00,1662.88,1680.47,1655.38,1667.61,5.7,53.79,0.12
801010,农林牧渔,2013/1/9 0:00,1635.41,1681.88,1633.3,1665.62,8.4,81.2,1.71
801010,农林牧渔,2013/1/8 0:00,1618.37,1642.21,1608.3,1637.6,6.02,57.39,1.12
801010,农林牧渔,2013/1/7 0:00,1600.15,1619.52,1596.1,1619.47,5.47,50.43,1.34
801010,农林牧渔,2013/1/4 0:00,1625.45,1629.27,1585.11,1598.12,5.66,50.31,-1
801010,农林牧渔,2012/12/31 0:00,1604.58,1619.55,1604.53,1614.23,5.44,50.64,0.78
801010,农林牧渔,2012/12/28 0:00,1589.19,1601.83,1582.28,1601.7,5.08,45.96,0.4
801010,农林牧渔,2012/12/27 0:00,1621.29,1625.96,1594.49,1595.28,6.93,62.05,-1.34
801010,农林牧渔,2012/12/26 0:00,1595.24,1616.97,1593.11,1616.88,7.01,64.57,1.32
801010,农林牧渔,2012/12/25 0:00,1558.92,1597.2,1551.81,1595.88,7.61,67.42,2.07
801010,农林牧渔,2012/12/24 0:00,1557.38,1565.6,1552.31,1563.53,5.32,47.58,0.32
801010,农林牧渔,2012/12/21 0:00,1562.19,1584.44,1553.94,1558.58,7.18,63.01,0.09
801010,农林牧渔,2012/12/20 0:00,1538.29,1557.2,1527.43,1557.2,5.87,48.06,0.69
801010,农林牧渔,2012/12/19 0:00,1547.69,1551.82,1534.03,1546.54,5.65,46.72,-0.68
801010,农林牧渔,2012/12/18 0:00,1553,1589.11,1545.9,1557.18,8.51,71.22,0.06
801010,农林牧渔,2012/12/17 0:00,1556.52,1569.05,1540.27,1556.3,8.52,66.02,0.29
801010,农林牧渔,2012/12/14 0:00,1476.33,1554.09,1476.33,1551.87,8.83,70.71,5.04
801010,农林牧渔,2012/12/13 0:00,1486.91,1499.92,1474.17,1477.44,4.57,34.31,-0.87
801010,农林牧渔,2012/12/12 0:00,1488.68,1496.9,1473.36,1490.37,4.98,38.7,-0.21
801010,农林牧渔,2012/12/11 0:00,1498.29,1512.62,1489.93,1493.47,6.51,49.98,-0.83
801010,农林牧渔,2012/12/10 0:00,1470.02,1507.27,1469.97,1505.91,8.42,66.21,3.07
801010,农林牧渔,2012/12/7 0:00,1395.69,1464.71,1395.54,1461.08,7.38,58.5,4.61
801010,农林牧渔,2012/12/6 0:00,1394.31,1404.21,1388.72,1396.71,3.91,28.75,0.06
801010,农林牧渔,2012/12/5 0:00,1345.56,1399.72,1341.5,1395.91,4.27,33.61,3.39
801010,农林牧渔,2012/12/4 0:00,1342.87,1350.71,1311.18,1350.08,3.38,25.36,0.12
801010,农林牧渔,2012/12/3 0:00,1373.93,1384.77,1347.38,1348.52,3.02,23.84,-2.11
801010,农林牧渔,2012/11/30 0:00,1366.95,1380.16,1360.5,1377.63,2.58,19.95,0.46
801010,农林牧渔,2012/11/29 0:00,1384.64,1395.08,1367.31,1371.31,2.84,22.05,-0.96
